Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",10.0,2.0,11,21,1.0,,,3.0,,,,,,1.0,,,,,,,,,
22,"Bain, David",19.0,4.0,6,25,,,,1.0,,,,,,,,,,,,,,,
12,"Clarke, Troy",7.0,3.0,5,12,,,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Curran, Peter",7.0,2.0,3,10,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,
4,"Gastev, John",9.0,4.0,11,20,,,,2.0,,,,,1.0,1.0,,,,,,,,,
14,"Hamilton, Shane",7.0,1.0,2,9,,,,,,,,,2.0,,,,,,,,,,
5,"Hardie, Brad",16.0,3.0,5,21,2.0,2.0,,,,,,,1.0,3.0,,,,,,,,,
9,"Ishchenko, Alex",,2.0,7,7,,,9.0,,,,,,,1.0,,,,,,,,,
17,"Leslie, Martin",11.0,4.0,12,23,,,,1.0,,,,,1.0,2.0,,,,,,,,,
16,"Lester-Smith, Rod",5.0,3.0,2,7,,,,,,,,,,2.0,,,,,,,,,
19,"McLean, Michael",13.0,3.0,14,27,2.0,,,2.0,,,,,,,,,,,,,,,
24,"Merrett, Roger",9.0,7.0,4,13,3.0,,,2.0,,,,,3.0,6.0,,,,,,,,,
26,"Noonan, Danny",15.0,6.0,8,23,,,,1.0,,,,,4.0,1.0,,,,,,,,,
28,"OBrien, Cameron",3.0,3.0,1,4,2.0,,,,,,,,,1.0,,,,,,,,,
13,"Potter, Craig",3.0,,1,4,,,,5.0,,,,,,1.0,,,,,,,,,
30,"Ryan, Matthew",12.0,2.0,5,17,,,,,,,,,1.0,1.0,,,,,,,,,
42,"Strempel, Shane",7.0,5.0,5,12,,2.0,5.0,,,,,,,3.0,,,,,,,,,
46,"Wearne, David",8.0,1.0,3,11,,,,,,,,,,2.0,,,,,,,,,
35,"Worsfold, Peter",6.0,3.0,3,9,1.0,2.0,,,,,,,,1.0,,,,,,,,,
21,"Zanotti, Mark",8.0,4.0,3,11,,,,,,,,,1.0,2.0,,,,,,,,,
Totals,Totals,175.0,62.0,111,286,12.0,7.0,14.0,19.0,,,,,17.0,29.0,,,,,,,,,
Opposition,Opposition,214.0,67.0,112,326,21.0,22.0,27.0,25.0,,,,,29.0,17.0,6.0,,,,,,,,
