Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",21y 76d,73 (36-1-36 50.00%),93 (1.27),←,
3,"Bartel, Jimmy",21y 237d,58 (29-1-28 50.86%),26 (0.45),←,
17,"Byrnes, Shannon",21y 113d,21 (14-0-7 66.67%),9 (0.43),←,
35,"Chapman, Paul",23y 266d,93 (46-1-46 50.00%),109 (1.17),←,
11,"Corey, Joel",23y 162d,98 (48-1-49 49.49%),33 (0.34),←,
19,"Egan, Matthew",22y 19d,9 (4-0-5 44.44%),,←,
44,"Enright, Corey",23y 318d,77 (34-1-42 44.81%),19 (0.25),←,
41,"Hunt, Josh",23y 137d,57 (33-0-24 57.89%),6 (0.11),←,
20,"Johnson, Steve",22y 25d,46 (22-1-23 48.91%),68 (1.48),←,
9,"Kelly, James",21y 212d,64 (30-1-33 47.66%),28 (0.44),←,
1,"King, Steven",26y 249d,167 (83-1-83 50.00%),73 (0.44),←,
18,"Kingsley, Kent",26y 306d,107 (58-0-49 54.21%),219 (2.05),95 (47-0-48 49.47%),209 (2.20)
36,"Koulouriotis, Paul",23y 158d,18 (11-0-7 61.11%),4 (0.22),15 (9-0-6 60.00%),4 (0.27)
45,"Ling, Cameron",24y 152d,107 (55-2-50 52.34%),49 (0.46),←,
39,"Milburn, Darren",28y 105d,160 (78-0-82 48.75%),64 (0.40),←,
21,"Mooney, Cameron",25y 306d,97 (53-1-43 55.15%),62 (0.64),86 (43-1-42 50.58%),60 (0.70)
6,"Ottens, Brad",25y 185d,142 (61-0-81 42.96%),173 (1.22),13 (8-0-5 61.54%),21 (1.62)
22,"Playfair, Henry",22y 188d,37 (22-1-14 60.81%),20 (0.54),←,
15,"Riccardi, Peter",32y 224d,277 (154-3-120 56.14%),280 (1.01),←,
33,"Rooke, Max",23y 222d,61 (28-1-32 46.72%),6 (0.10),←,
30,"Scarlett, Matthew",26y 54d,134 (69-1-64 51.87%),11 (0.08),←,
10,"Tenace, Kane",20y 25d,24 (13-0-11 54.17%),5 (0.21),←,
Totals,Totals,24y 37d,1927 (981-17-929 50.91%),1357 (0.70),,
C,"Thompson, Mark",41y 252d,132 (65-2-65 50.00%),,←,
