Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Taylor",16,2,15,31,1,,,10.0,,6.0,11.0,5.0,4.0,1.0,3.0,18.0,14.0,,,,,,79.0
8,"Bianco, Trent",6,4,5,11,,1.0,,1.0,2.0,1.0,1.0,,,,,2.0,10.0,,,1.0,,,73.0
17,"Brown, Callum",8,6,16,24,,,,2.0,,6.0,2.0,2.0,,,,3.0,21.0,,,,1.0,1.0,64.0
14,"Cameron, Darcy",10,7,3,13,2,,5.0,2.0,,2.0,2.0,2.0,2.0,1.0,,8.0,6.0,2.0,2.0,,,1.0,82.0
25,"Crisp, Jack",17,10,16,33,,1.0,,1.0,7.0,4.0,2.0,4.0,,,,11.0,21.0,2.0,,1.0,2.0,,91.0
2,"de Goey, Jordan",18,10,11,29,1,,,2.0,1.0,4.0,3.0,4.0,,1.0,1.0,12.0,18.0,1.0,2.0,1.0,,2.0,88.0
5,"Elliott, Jamie",13,6,8,21,3,,,5.0,,3.0,3.0,7.0,1.0,4.0,,10.0,12.0,,3.0,3.0,1.0,,83.0
4,"Grundy, Brodie",12,5,10,22,1,1.0,40.0,5.0,,2.0,3.0,3.0,1.0,,2.0,8.0,14.0,1.0,1.0,1.0,,,80.0
35,"Henry, Oliver",6,7,2,8,,2.0,,,,2.0,,2.0,,,,1.0,7.0,1.0,1.0,1.0,,1.0,73.0
32,"Hoskin-Elliott, Will",15,5,11,26,,,,,3.0,3.0,2.0,4.0,,1.0,,10.0,18.0,,,3.0,,,87.0
20 ↓,"Kelly, Will",2,2,3,5,,,,,,,,,1.0,,,1.0,5.0,,,,,,28.0
44,"Madgen, Jack",12,5,13,25,,,,,1.0,1.0,,4.0,1.0,,,8.0,17.0,,,1.0,,,79.0
37,"Maynard, Brayden",16,7,5,21,,,,2.0,6.0,4.0,,2.0,2.0,,,11.0,12.0,3.0,,8.0,,,84.0
16,"Mayne, Chris",13,6,11,24,,,,1.0,2.0,2.0,,2.0,1.0,,,5.0,17.0,,,4.0,,,76.0
41,"Mihocek, Brody",9,5,6,15,1,3.0,,3.0,1.0,3.0,1.0,6.0,,2.0,,4.0,10.0,,2.0,2.0,,,94.0
28,"Murphy, Nathan",7,2,2,9,1,,,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,1.0,8.0,,1.0,2.0,,,79.0
9,"Noble, John",14,8,7,21,,,,1.0,3.0,2.0,,2.0,3.0,,,4.0,18.0,,,,,,83.0
10,"Pendlebury, Scott",10,3,14,24,1,,,3.0,2.0,4.0,5.0,,,,,7.0,15.0,,,1.0,1.0,2.0,78.0
3,"Quaynor, Isaac",9,3,5,14,,,,4.0,2.0,1.0,,3.0,3.0,1.0,,7.0,8.0,1.0,,2.0,,,85.0
23,"Roughead, Jordan",10,6,5,15,,,,4.0,5.0,1.0,,,3.0,,,6.0,9.0,1.0,,14.0,,,100.0
21 ↑,"Ruscoe, Trey",4,2,6,10,,,,1.0,1.0,,,1.0,,1.0,,3.0,7.0,,,,,,45.0
22,"Sidebottom, Steele",5,6,15,20,,,,3.0,1.0,1.0,,4.0,1.0,1.0,,5.0,16.0,,,2.0,1.0,,87.0
24,"Thomas, Josh",8,5,11,19,2,,,2.0,,2.0,,3.0,,2.0,,8.0,13.0,,1.0,,,1.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,240,122,200,440,13,9.0,45.0,55.0,40.0,55.0,36.0,62.0,24.0,16.0,6.0,153.0,296.0,12.0,13.0,47.0,6.0,8.0,
Opposition,Opposition,182,64,161,343,11,5.0,18.0,53.0,42.0,51.0,29.0,62.0,16.0,24.0,,128.0,210.0,9.0,10.0,49.0,3.0,6.0,
