Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
26,"Adams, Jed",21y 88d,1 (0-0-1 0.00%),,←,
17,"Bowey, Jake",22y 332d,82 (47-0-35 57.32%),8 (0.10),←,
37,"Chandler, Kade",25y 209d,77 (39-0-38 50.65%),59 (0.77),←,
46,"Culley, Jai",22y 167d,14 (1-0-13 7.14%),10 (0.71),2 (1-0-1 50.00%),3 (1.50)
31,"Fritsch, Bayley",28y 247d,169 (90-1-78 53.55%),285 (1.69),←,
11,"Gawn, Max",33y 223d,245 (118-1-126 48.37%),115 (0.47),←,
22,"Howes, Blake",22y 125d,26 (10-0-16 38.46%),1 (0.04),←,
15,"Langdon, Ed",29y 190d,200 (103-1-96 51.75%),84 (0.42),132 (78-1-53 59.47%),51 (0.39)
19,"Langford, Harvey",19y 148d,20 (7-0-13 35.00%),12 (0.60),←,
25,"McDonald, Tom",32y 326d,247 (109-1-137 44.33%),170 (0.69),←,
4,"McVee, Judd",22y 3d,63 (33-0-30 52.38%),1 (0.02),←,
18,"Melksham, Jake",33y 346d,246 (125-1-120 51.02%),219 (0.89),132 (73-0-59 55.30%),162 (1.23)
13,"Oliver, Clayton",28y 19d,203 (109-1-93 53.94%),57 (0.28),←,
5,"Petracca, Christian",29y 218d,210 (114-1-95 54.52%),201 (0.96),←,
35,"Petty, Harry",25y 271d,99 (51-1-47 52.02%),45 (0.45),←,
36,"Pickett, Kysaiah",24y 69d,124 (75-1-48 60.89%),198 (1.60),←,
24,"Rivers, Trent",24y 11d,121 (72-1-48 59.92%),13 (0.11),←,
3,"Salem, Christian",30y 26d,197 (97-1-99 49.49%),27 (0.14),←,
32,"Sparrow, Tom",25y 71d,115 (67-1-47 58.70%),44 (0.38),←,
10,"Turner, Daniel",23y 194d,35 (14-0-21 40.00%),24 (0.69),←,
2,"van Rooyen, Jacob",22y 116d,55 (27-0-28 49.09%),71 (1.29),←,
7,"Viney, Jack",31y 119d,235 (105-1-129 44.89%),70 (0.30),←,
6,"Windsor, Caleb",20y 62d,36 (17-0-19 47.22%),10 (0.28),←,
Totals,Totals,26y 13d,2820 (1430-13-1377 50.71%),1724 (0.61),,
C,"Chaplin, Troy",39y 168d,1 (0-0-1 0.00%),,←,
