Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",31y 40d,168 (93-1-74 55.65%),253 (1.51),←,
5,"Cerra, Adam",18y 322d,21 (8-0-13 38.10%),7 (0.33),←,
36,"Cox, Brennan",20y 12d,26 (7-0-19 26.92%),22 (0.85),←,
4,"Darcy, Sean",20y 74d,15 (3-0-12 20.00%),3 (0.20),←,
44,"Duman, Taylin",20y 129d,10 (3-0-7 30.00%),,←,
7,"Fyfe, Nat",26y 341d,153 (85-1-67 55.88%),132 (0.86),←,
28,"Grey, Brady",23y 36d,21 (9-0-12 42.86%),11 (0.52),←,
21,"Hamling, Joel",25y 138d,63 (31-0-32 49.21%),,40 (15-0-25 37.50%),
9,"Hill, Bradley",25y 47d,127 (85-0-42 66.93%),73 (0.57),32 (11-0-21 34.38%),15 (0.47)
15,"Hughes, Ethan",23y 261d,29 (9-0-20 31.03%),2 (0.07),←,
37,"Johnson, Michael",33y 309d,244 (127-1-116 52.25%),68 (0.28),←,
22,"Kersten, Shane",25y 163d,66 (39-0-27 59.09%),67 (1.02),29 (11-0-18 37.93%),26 (0.90)
26,"Langdon, Ed",22y 205d,46 (16-0-30 34.78%),24 (0.52),←,
23,"McCarthy, Cam",23y 146d,57 (25-0-32 43.86%),80 (1.40),36 (13-0-23 36.11%),44 (1.22)
16,"Mundy, David",33y 36d,294 (151-1-142 51.53%),129 (0.44),←,
27,"Neale, Lachie",25y 93d,135 (65-0-70 48.15%),67 (0.50),←,
25,"Pearce, Alex",23y 77d,42 (16-0-26 38.10%),3 (0.07),←,
11,"Sheridan, Tom",24y 301d,81 (40-0-41 49.38%),31 (0.38),←,
39,"Switkowski, Sam",21y 278d,2 (1-0-1 50.00%),1 (0.50),←,
20,"Taberner, Matthew",25y 69d,62 (29-0-33 46.77%),62 (1.00),←,
18,"Tucker, Darcy",21y 214d,48 (13-0-35 27.08%),19 (0.40),←,
14,"Wilson, Nathan",25y 230d,98 (47-2-49 48.98%),17 (0.17),21 (7-0-14 33.33%),1 (0.05)
Totals,Totals,24y 210d,1808 (902-6-900 49.89%),1071 (0.59),,
C,"Lyon, Ross",51y 290d,284 (163-5-116 58.27%),,163 (87-1-75 53.68%),
