Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
21,"Barry, Leo",26y 96d,119 (65-0-54 54.62%),50 (0.42),←,
6,"Bolton, Craig",23y 84d,50 (30-0-20 60.00%),10 (0.20),21 (13-0-8 61.90%),
24,"Bolton, Jude",23y 161d,88 (43-1-44 49.43%),53 (0.60),←,
8,"Cresswell, Daryn",32y 93d,241 (108-2-131 45.23%),205 (0.85),←,
28,"Crouch, Jared",25y 171d,129 (65-1-63 50.78%),25 (0.19),←,
2,"Davis, Nick",23y 146d,92 (43-0-49 46.74%),111 (1.21),21 (13-0-8 61.90%),26 (1.24)
12,"Fosdike, Nic",23y 178d,89 (44-1-44 50.00%),44 (0.49),←,
37,"Goodes, Adam",23y 227d,108 (53-1-54 49.54%),134 (1.24),←,
1,"Hall, Barry",26y 196d,126 (53-2-71 42.86%),255 (2.02),38 (19-1-18 51.32%),111 (2.92)
18,"James, Heath",23y 169d,7 (4-0-3 57.14%),,←,
17,"Kennelly, Tadhg",22y 53d,49 (27-0-22 55.10%),17 (0.35),←,
31,"Kirk, Brett",26y 302d,70 (35-1-34 50.71%),35 (0.50),←,
4,"Mathews, Ben",24y 267d,107 (54-1-52 50.93%),18 (0.17),←,
11,"Maxfield, Stuart",31y 136d,257 (127-3-127 50.00%),141 (0.55),168 (92-2-74 55.36%),76 (0.45)
43,"Meiklejohn, James",19y 56d,5 (4-0-1 80.00%),,←,
5,"OKeefe, Ryan",22y 211d,41 (22-0-19 53.66%),35 (0.85),←,
19,"OLoughlin, Michael",26y 184d,180 (98-2-80 55.00%),279 (1.55),←,
30,"Roberts-Thomson, Lewis",19y 349d,13 (8-0-5 61.54%),3 (0.23),←,
25,"Schauble, Andrew",26y 279d,150 (63-0-87 42.00%),33 (0.22),71 (36-0-35 50.70%),22 (0.31)
36,"Schneider, Adam",19y 103d,21 (13-0-8 61.90%),28 (1.33),←,
35,"Sundqvist, Jarrad",20y 255d,8 (7-0-1 87.50%),1 (0.13),←,
10,"Williams, Paul",30y 142d,251 (112-3-136 45.22%),286 (1.14),62 (31-1-30 50.81%),63 (1.02)
Totals,Totals,24y 225d,2201 (1078-18-1105 48.98%),1763 (0.80),,
C,"Roos, Paul",40y 57d,31 (19-0-12 61.29%),,←,
