0,1,2,3,4,5,6
←,"Round: 12 Venue: Sydney Showground Date: Sun, 12-Jun-2016 4:40 PM Attendance: 21541","Round: 12 Venue: Sydney Showground Date: Sun, 12-Jun-2016 4:40 PM Attendance: 21541","Round: 12 Venue: Sydney Showground Date: Sun, 12-Jun-2016 4:40 PM Attendance: 21541","Round: 12 Venue: Sydney Showground Date: Sun, 12-Jun-2016 4:40 PM Attendance: 21541","Round: 12 Venue: Sydney Showground Date: Sun, 12-Jun-2016 4:40 PM Attendance: 21541",→
←,Greater Western Sydney,2.4.16,6.6.42,10.11.71,15.15.105,→
←,Sydney,2.3.15,4.6.30,7.9.51,9.9.63,→
←,Qrt margin,GW by 1,GW by 12,GW by 20,GW by 42,→
←,Qrt scores,GW 16-15,GW 26-15,GW 29-21,GW 34-12,→
←,Field umpires,"Brendan Hosking (75), Justin Schmitt (316), Ray Chamberlain (235)","Brendan Hosking (75), Justin Schmitt (316), Ray Chamberlain (235)","Brendan Hosking (75), Justin Schmitt (316), Ray Chamberlain (235)","Brendan Hosking (75), Justin Schmitt (316), Ray Chamberlain (235)",→
