Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
28,"Cahill, Ned",1,,4,5,1,,,1.0,,,,1.0,,1.0,,5.0,2.0,,,5.0,,,65.0
13,"Cox, Nik",5,,10,15,,,,3.0,1.0,1.0,3.0,8.0,,3.0,,8.0,8.0,,,2.0,,,84.0
12,"Cutler, Tom",,,,,,,,,,,,,,,,,,,,,,,
2,"Draper, Sam",12,6,3,15,,,18.0,2.0,3.0,2.0,9.0,6.0,,1.0,,14.0,2.0,4.0,,9.0,,,81.0
35,"Guelfi, Matt",8,4,5,13,1,,,1.0,,3.0,3.0,7.0,,3.0,,8.0,7.0,,1.0,2.0,,,78.0
33,"Ham, Brayden",6,2,6,12,,,,1.0,,2.0,2.0,3.0,,,,4.0,8.0,1.0,,,,,75.0
21,"Heppell, Dyson",18,8,6,24,,1.0,,3.0,7.0,3.0,3.0,1.0,1.0,,,7.0,16.0,,,2.0,,,83.0
19,"Hind, Nick",18,2,7,25,1,,,1.0,7.0,4.0,1.0,3.0,1.0,2.0,,9.0,16.0,1.0,,3.0,9.0,,86.0
26,"Hooker, Cale",4,1,5,9,,,,3.0,,1.0,,2.0,1.0,1.0,,6.0,3.0,1.0,,,,,81.0
23,"Jones, Harry",10,8,4,14,2,1.0,1.0,1.0,,2.0,,1.0,1.0,,,10.0,4.0,5.0,3.0,2.0,,,90.0
4,"Langford, Kyle",9,2,10,19,1,,,7.0,,2.0,2.0,6.0,1.0,1.0,,2.0,17.0,,,,,,93.0
15,"Laverde, Jayden",5,4,2,7,,,,1.0,2.0,,,4.0,1.0,2.0,,2.0,6.0,,,,,,76.0
43,"McDonald-Tipungwuti, Anthony",4,2,3,7,2,1.0,,2.0,,,,2.0,,1.0,,3.0,4.0,,2.0,2.0,,1.0,84.0
7,"Merrett, Zach",11,4,16,27,,,,3.0,3.0,4.0,3.0,6.0,2.0,1.0,1.0,12.0,18.0,,,3.0,,,83.0
3,"Parish, Darcy",13,3,11,24,1,,,2.0,1.0,8.0,6.0,2.0,,,,10.0,14.0,,,1.0,1.0,2.0,81.0
16,"Perkins, Archie",,,7,7,,,,1.0,,1.0,,1.0,,,,3.0,4.0,,,1.0,,,74.0
27,"Redman, Mason",12,5,5,17,,,,1.0,4.0,,1.0,3.0,1.0,2.0,,4.0,8.0,1.0,,2.0,,,82.0
14,"Ridley, Jordan",19,4,6,25,,,,2.0,5.0,1.0,,3.0,1.0,1.0,,9.0,8.0,1.0,,3.0,,,98.0
5,"Smith, Devon",9,2,4,13,,,,1.0,1.0,,1.0,7.0,,2.0,,6.0,7.0,,,,,,83.0
17,"Stewart, James",11,7,6,17,,,,1.0,3.0,3.0,,1.0,1.0,1.0,,9.0,7.0,2.0,,2.0,,,89.0
25,"Stringer, Jake",17,3,12,29,4,1.0,,7.0,,10.0,6.0,3.0,5.0,2.0,3.0,18.0,13.0,1.0,1.0,1.0,,1.0,84.0
20,"Wright, Peter",3,3,2,5,,,4.0,1.0,,,,1.0,,1.0,,4.0,2.0,2.0,,4.0,,,65.0
30,"Zerk-Thatcher, Brandon",5,4,4,9,,,,2.0,2.0,,2.0,1.0,,1.0,,3.0,6.0,,,3.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,74,138,338,13,8.0,23.0,47.0,39.0,47.0,42.0,72.0,16.0,26.0,4.0,156.0,180.0,19.0,7.0,47.0,10.0,4.0,
Opposition,Opposition,216,96,146,362,10,13.0,38.0,63.0,33.0,50.0,29.0,48.0,26.0,16.0,2.0,137.0,226.0,11.0,11.0,49.0,1.0,6.0,
