West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Cox, Dean",19,13,8,27,1,1.0,37.0,,3.0,3.0,4.0,3.0,2.0,1.0,3.0,11.0,15.0,6.0,2.0,1.0,,,86.0
27,"Darling, Jack",9,5,3,12,2,2.0,,6.0,,3.0,,1.0,2.0,,,6.0,6.0,1.0,2.0,2.0,,,84.0
5,"Ebert, Brad",8,7,6,14,1,,,1.0,2.0,1.0,,3.0,,2.0,,4.0,10.0,1.0,1.0,2.0,,,77.0
32,"Embley, Andrew",11,4,9,20,,2.0,1.0,7.0,3.0,3.0,4.0,2.0,2.0,1.0,,8.0,12.0,1.0,1.0,1.0,,,82.0
3,"Gaff, Andrew",17,8,14,31,2,,,1.0,6.0,9.0,3.0,1.0,,,,5.0,25.0,,,1.0,,2.0,85.0
23,"Glass, Darren",4,3,7,11,,,1.0,5.0,1.0,,,2.0,,2.0,,4.0,7.0,,,4.0,,,96.0
25,"Hurn, Shannon",16,5,6,22,,,,3.0,5.0,2.0,,2.0,1.0,1.0,,7.0,14.0,,,1.0,2.0,,84.0
2,"LeCras, Mark",10,3,4,14,3,2.0,,3.0,,2.0,,3.0,2.0,3.0,,6.0,8.0,,2.0,,1.0,,90.0
29,"Lycett, Scott",4,2,7,11,2,,3.0,1.0,,,2.0,,,,,9.0,2.0,1.0,1.0,4.0,,,71.0
21,"Lynch, Quinten",8,4,7,15,1,,3.0,1.0,,7.0,,4.0,1.0,3.0,,4.0,13.0,,1.0,2.0,,,94.0
16,"Mackenzie, Eric",5,5,5,10,,,,1.0,3.0,,,1.0,1.0,1.0,,3.0,8.0,1.0,,7.0,,,94.0
35 ↑,"McGinnity, Patrick",2,,3,5,,,,2.0,,2.0,,,1.0,,,3.0,2.0,,,3.0,,,25.0
6,"Nicoski, Mark",13,6,5,18,1,3.0,,,,,1.0,1.0,1.0,1.0,,10.0,8.0,2.0,1.0,1.0,,2.0,89.0
11,"Priddis, Matt",12,6,19,31,,,,14.0,,1.0,9.0,,2.0,,1.0,15.0,16.0,,,3.0,,,91.0
24,"Rosa, Matt",17,9,13,30,,,,4.0,4.0,3.0,3.0,,3.0,,,9.0,21.0,,,3.0,1.0,1.0,86.0
31,"Schofield, Will",4,2,6,10,,,,1.0,2.0,1.0,,,,,,1.0,8.0,,,5.0,1.0,,91.0
37,"Selwood, Adam",7,5,7,14,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,4.0,10.0,,,4.0,,,93.0
10,"Selwood, Scott",10,8,8,18,1,,,2.0,1.0,4.0,4.0,3.0,1.0,2.0,,5.0,13.0,,2.0,2.0,,,84.0
13,"Shuey, Luke",8,1,9,17,1,1.0,,2.0,1.0,3.0,1.0,,,,,5.0,12.0,,,,1.0,1.0,80.0
28,"Smith, Ashley",9,6,5,14,,1.0,,2.0,1.0,2.0,,,,,,2.0,13.0,,,3.0,,1.0,81.0
15,"Swift, Tom",12,6,6,18,,,,,1.0,3.0,2.0,5.0,1.0,2.0,,3.0,14.0,,,,,1.0,71.0
8 ↓,"Waters, Beau",6,1,3,9,,,,3.0,1.0,2.0,,,,,,2.0,7.0,,,4.0,,1.0,66.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,109,160,371,15,13.0,45.0,60.0,35.0,51.0,34.0,32.0,21.0,20.0,4.0,126.0,244.0,13.0,13.0,53.0,6.0,9.0,
Opposition,Opposition,176,60,136,312,15,5.0,33.0,47.0,30.0,51.0,43.0,44.0,20.0,21.0,2.0,134.0,176.0,7.0,11.0,51.0,9.0,10.0,
