North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
44,"Brayshaw, Mark",25y 171d,21 (15-0-6 71.43%),2 (0.10),←,
14,"Buckley, Ben",24y 27d,51 (20-0-31 39.22%),13 (0.25),←,
30,"Chandler, Jeff",25y 136d,44 (26-1-17 60.23%),4 (0.09),←,
27,"Crocker, Darren",24y 122d,76 (37-1-38 49.34%),48 (0.63),←,
6,"Fairley, Ian",26y 311d,120 (60-2-58 50.83%),138 (1.15),←,
31,"Gallagher, Michael",25y 78d,46 (31-1-14 68.48%),23 (0.50),30 (21-0-9 70.00%),6 (0.20)
29,"German, Peter",26y 174d,140 (71-3-66 51.79%),169 (1.21),←,
9,"Larkin, Matthew",26y 341d,142 (75-3-64 53.87%),124 (0.87),←,
35,"Longmire, John",20y 207d,65 (31-1-33 48.46%),198 (3.05),←,
4,"Martyn, Mick",22y 329d,71 (35-1-35 50.00%),4 (0.06),←,
25,"McDonald, Donald",29y 77d,143 (70-3-70 50.00%),152 (1.06),←,
21,"McGrath, Tim",20y 292d,4 (3-0-1 75.00%),,←,
19,"McRae, Dean",22y 256d,67 (30-1-36 45.52%),19 (0.28),←,
22,"Roberts, Mark",26y 28d,86 (32-0-54 37.21%),24 (0.28),9 (6-0-3 66.67%),5 (0.56)
3,"Rock, Anthony",20y 300d,34 (19-0-15 55.88%),37 (1.09),←,
36,"Romero, Jose",19y 359d,46 (25-0-21 54.35%),67 (1.46),←,
2,"Schwass, Wayne",22y 241d,60 (29-0-31 48.33%),29 (0.48),←,
24,"Sholl, Craig",23y 208d,38 (23-0-15 60.53%),7 (0.18),←,
17,"Staritski, Justin",21y 16d,13 (9-0-4 69.23%),3 (0.23),←,
10,"Stevens, Anthony",20y 24d,27 (13-0-14 48.15%),6 (0.22),←,
Totals,Totals,23y 276d,1294 (654-17-623 50.54%),1067 (0.82),,
C,"Schimmelbusch, Wayne",38y 188d,39 (23-0-16 58.97%),,←,
