North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Atley, Shaun",4,3,11,15,,,,3.0,1.0,3.0,1.0,1.0,,,,4.0,11.0,,,,,,69.0
50,"Brown, Ben",10,6,3,13,5,2.0,3.0,1.0,1.0,1.0,,2.0,3.0,2.0,3.0,7.0,6.0,2.0,5.0,1.0,,,90.0
13,"Clarke, Ryan",7,3,11,18,,,,2.0,,3.0,4.0,2.0,1.0,,,7.0,11.0,,,1.0,,,70.0
10,"Cunnington, Ben",11,3,15,26,1,,,4.0,3.0,1.0,8.0,5.0,1.0,2.0,2.0,17.0,8.0,,,1.0,,,68.0
27,"Garner, Taylor",7,3,6,13,2,,,4.0,,4.0,1.0,,2.0,,,4.0,9.0,1.0,,,1.0,,72.0
43,"Gibson, Sam",13,5,13,26,,,,2.0,1.0,4.0,1.0,1.0,,,,5.0,20.0,,,,,1.0,87.0
22,"Goldstein, Todd",8,3,9,17,,1.0,61.0,8.0,1.0,2.0,2.0,1.0,3.0,,,9.0,5.0,2.0,1.0,1.0,,1.0,97.0
6,"Hansen, Lachlan",3,5,5,8,,,,2.0,2.0,,,1.0,,1.0,,2.0,6.0,1.0,,4.0,,,90.0
4,"Higgins, Shaun",11,4,7,18,1,4.0,,4.0,,3.0,2.0,3.0,1.0,1.0,,7.0,14.0,,3.0,,1.0,1.0,83.0
8,"Hrovat, Nathan",10,6,5,15,,,,9.0,2.0,3.0,,1.0,1.0,,,4.0,11.0,,,,2.0,,72.0
34,"Macmillan, Jamie",11,2,6,17,,,,5.0,3.0,1.0,,,,,,3.0,11.0,,,2.0,,,84.0
11,"McDonald, Luke",10,4,6,16,1,,,9.0,,5.0,2.0,3.0,1.0,,,5.0,11.0,1.0,1.0,1.0,,1.0,72.0
17,"Mullett, Aaron",8,5,9,17,,,,2.0,2.0,2.0,,1.0,,,,4.0,10.0,,,2.0,2.0,,88.0
9,"Swallow, Andrew",7,2,10,17,,,,9.0,1.0,2.0,5.0,4.0,1.0,1.0,,12.0,5.0,,1.0,1.0,,,70.0
25,"Tarrant, Robbie",10,3,5,15,,,,3.0,3.0,3.0,1.0,1.0,3.0,,,12.0,4.0,2.0,,5.0,,2.0,89.0
16,"Thompson, Scott",10,8,6,16,,,,2.0,5.0,4.0,,1.0,,,,4.0,12.0,1.0,,6.0,,1.0,90.0
28,"Turner, Kayne",11,6,9,20,,,,6.0,,8.0,1.0,2.0,2.0,,,7.0,13.0,,,,,1.0,80.0
33,"Vickers-Willis, Ed",3,,11,14,,,,6.0,3.0,1.0,,1.0,3.0,,,8.0,8.0,,,3.0,,1.0,90.0
30,"Waite, Jarrad",4,4,6,10,,1.0,3.0,1.0,,1.0,,2.0,,1.0,,1.0,10.0,,1.0,,,1.0,85.0
2,"Williams, Marley",9,1,7,16,1,,,3.0,5.0,,1.0,3.0,,1.0,,7.0,8.0,,,4.0,,,94.0
32,"Wood, Mason",13,4,3,16,3,3.0,,2.0,,4.0,,2.0,,,,6.0,10.0,,3.0,1.0,,1.0,84.0
7,"Ziebell, Jack",16,5,4,20,1,1.0,,7.0,4.0,4.0,6.0,2.0,,1.0,,9.0,11.0,,1.0,2.0,1.0,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,85,167,363,15,14.0,67.0,94.0,37.0,59.0,35.0,39.0,22.0,10.0,5.0,144.0,214.0,10.0,16.0,35.0,7.0,11.0,
Opposition,Opposition,178,69,193,371,13,12.0,28.0,78.0,38.0,54.0,37.0,47.0,10.0,21.0,1.0,147.0,225.0,11.0,11.0,49.0,5.0,11.0,
