West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Banfield, Drew",13,6,8,21,,,,1.0,,4.0,4.0,,1.0,1.0,,8.0,14.0,,1.0,4.0,,,
45,"Bellotti, Laurie",5,6,9,14,,,9.0,,1.0,1.0,1.0,1.0,,,,5.0,9.0,,,1.0,1.0,,
9,"Cousins, Ben",13,3,6,19,,,,3.0,,6.0,6.0,,1.0,,,8.0,11.0,1.0,1.0,2.0,,,
35,"Crabb, Jaxon",5,3,6,11,1,1.0,,1.0,,1.0,2.0,,1.0,,,4.0,7.0,,1.0,1.0,,,
29,"Donnelly, Andrew",11,8,4,15,3,1.0,,,,2.0,,2.0,1.0,1.0,,5.0,11.0,,3.0,,,,
32,"Embley, Andrew",3,5,1,4,,1.0,,,,2.0,,,,1.0,,1.0,4.0,1.0,,,2.0,,
41,"Fletcher, Chad",12,4,7,19,2,,,3.0,,5.0,2.0,,,1.0,,5.0,14.0,,,1.0,,,
7,"Gehrig, Fraser",18,10,7,25,,1.0,5.0,1.0,,8.0,1.0,1.0,,1.0,,5.0,20.0,1.0,,,,,
47,"Green, Kasey",10,4,4,14,,1.0,,3.0,,1.0,,3.0,1.0,,,5.0,8.0,1.0,1.0,2.0,,,
38,"Haynes, David",2,2,3,5,,,1.0,1.0,,,,2.0,1.0,,,3.0,2.0,,,1.0,,,
27,"Jakovich, Glen",27,13,7,34,,,4.0,,7.0,1.0,1.0,3.0,1.0,1.0,,7.0,28.0,2.0,,,7.0,,
18,"Jones, Rowan",7,7,5,12,2,2.0,,1.0,,1.0,,1.0,,1.0,,7.0,5.0,3.0,4.0,,,,
2,"Kemp, Dean",19,6,16,35,,,,3.0,1.0,4.0,3.0,2.0,2.0,,3.0,14.0,23.0,,,1.0,,,
33,"Matera, Phillip",11,4,3,14,5,2.0,,2.0,,,,3.0,3.0,,2.0,11.0,3.0,2.0,4.0,,,,
11,"McIntosh, Ashley",7,4,4,11,,,1.0,,7.0,1.0,,,,,,2.0,9.0,2.0,,1.0,1.0,,
8,"Metropolis, Daniel",11,6,8,19,,,1.0,,1.0,1.0,,,2.0,1.0,,5.0,13.0,,,,,,
5,"Morrison, Chad",17,10,12,29,1,,,1.0,5.0,1.0,3.0,,,2.0,,11.0,18.0,2.0,1.0,2.0,,,
36,"Read, Phillip",14,3,6,20,2,,,2.0,4.0,1.0,,,,4.0,,10.0,9.0,1.0,,1.0,,,
16,"Symmons, Paul",6,3,2,8,,,,1.0,,3.0,,1.0,,1.0,,3.0,5.0,,,,,,
50,"Turnbull, Ryan",7,5,5,12,1,1.0,7.0,,,3.0,1.0,,,,,5.0,6.0,1.0,1.0,,1.0,,
12,"White, Mitchell",8,5,3,11,,1.0,,,,6.0,,2.0,,,,2.0,9.0,,,,,,
37,"Williams, Andrew",13,8,11,24,,,,1.0,4.0,3.0,1.0,2.0,,,,11.0,14.0,3.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,239,125,137,376,17,13.0,28.0,24.0,30.0,55.0,25.0,23.0,14.0,15.0,5.0,137.0,242.0,20.0,17.0,17.0,12.0,,
Opposition,Opposition,208,103,150,358,4,5.0,22.0,17.0,35.0,37.0,45.0,31.0,15.0,14.0,1.0,136.0,222.0,19.0,8.0,16.0,6.0,,
