Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",28y 91d,105 (51-1-53 49.05%),37 (0.35),83 (43-1-39 52.41%),29 (0.35)
11,"Bowden, Joel",18y 310d,10 (6-0-4 60.00%),11 (1.10),←,
17,"Broderick, Paul",27y 114d,167 (81-1-85 48.80%),120 (0.72),74 (42-1-31 57.43%),40 (0.54)
9,"Campbell, Wayne",24y 216d,124 (55-1-68 44.76%),78 (0.63),←,
40,"Chaffey, Mark",19y 356d,2 (1-0-1 50.00%),,←,
10,"Daffy, Nick",23y 351d,72 (41-1-30 57.64%),101 (1.40),←,
27,"Funcke, Ross",19y 162d,7 (3-0-4 42.86%),,←,
1,"Gale, Michael",30y 127d,167 (75-1-91 45.21%),44 (0.26),62 (34-1-27 55.65%),15 (0.24)
2,"Gaspar, Darren",20y 342d,46 (20-0-26 43.48%),2 (0.04),25 (13-0-12 52.00%),1 (0.04)
20,"Harrison, Ben",22y 100d,13 (7-0-6 53.85%),2 (0.15),11 (5-0-6 45.45%),2 (0.18)
16,"Holland, Ben",19y 352d,16 (9-0-7 56.25%),6 (0.38),←,
23,"Jurica, Stephen",20y 305d,17 (8-1-8 50.00%),25 (1.47),←,
3,"Kellaway, Duncan",24y 69d,82 (43-1-38 53.05%),,←,
6,"Naish, Chris",25y 212d,136 (58-1-77 43.01%),203 (1.49),←,
26,"Nichols, Trent",28y 20d,98 (39-1-58 40.31%),92 (0.94),61 (19-0-42 31.15%),50 (0.82)
7,"Prescott, Ashley",24y 228d,52 (28-1-23 54.81%),7 (0.13),←,
12,"Richardson, Matthew",22y 39d,69 (35-0-34 50.72%),222 (3.22),←,
4,"Rogers, Matthew",23y 153d,68 (37-1-30 55.15%),58 (0.85),←,
5,"Tape, Jamie",23y 22d,69 (38-1-30 55.80%),4 (0.06),←,
29,"Torney, Jason",19y 315d,21 (9-1-11 45.24%),2 (0.10),←,
41,"Turner, Scott",26y 331d,108 (44-0-64 40.74%),32 (0.30),←,
Totals,Totals,23y 201d,1449 (688-13-748 47.48%),1046 (0.72),,
C,"Walls, Robert",46y 280d,335 (159-2-174 47.76%),,27 (14-0-13 51.85%),
