Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Allan, Matthew",2,1,3,5,,,19.0,1.0,1.0,,1.0,3.0,1.0,2.0,,3.0,2.0,,,2.0,,,54.0
47,"Angwin, Laurence",11,5,2,13,2,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,,,6.0,5.0,2.0,,2.0,1.0,,100.0
29,"Beaumont, Simon",10,3,2,12,,,,,4.0,,,2.0,,1.0,,1.0,11.0,,,3.0,,1.0,100.0
16,"Camporeale, Scott",20,5,10,30,,,,1.0,7.0,2.0,2.0,8.0,,1.0,,12.0,16.0,,,,1.0,1.0,100.0
25,"Fevola, Brendan",14,6,,14,2,2.0,,1.0,1.0,5.0,,6.0,3.0,4.0,,7.0,6.0,3.0,2.0,1.0,,1.0,100.0
14,"Fisher, Brad",5,,1,6,1,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,,,,51.0
31,"Fletcher, Simon",5,2,4,9,,,,,1.0,,2.0,,1.0,,,4.0,5.0,,,2.0,,,49.0
45,"Franchina, Anthony",5,1,1,6,,,,4.0,4.0,,,3.0,1.0,1.0,,2.0,3.0,,,3.0,,,100.0
11,"French, Barnaby",1,,4,5,,,5.0,1.0,,,3.0,3.0,1.0,1.0,,5.0,,,,,,,30.0
9,"Hickmott, Adrian",6,3,3,9,,,,,2.0,4.0,,2.0,,1.0,,4.0,6.0,1.0,,2.0,,,45.0
33,"Houlihan, Ryan",14,3,8,22,,,,1.0,3.0,1.0,4.0,2.0,,,,10.0,8.0,,,2.0,,,96.0
27,"Hulme, Darren",5,2,4,9,,,,,,1.0,2.0,2.0,1.0,1.0,,5.0,5.0,,,4.0,,,100.0
43,"Koutoufides, Anthony",9,2,11,20,,,1.0,4.0,2.0,1.0,6.0,5.0,,2.0,,15.0,5.0,,,2.0,,,98.0
12,"Lappin, Matthew",11,8,7,18,,,,2.0,5.0,1.0,2.0,3.0,,2.0,,7.0,12.0,1.0,,,,,91.0
10,"Martyn, Mick",1,,2,3,,,,,,,,1.0,,,,2.0,1.0,,,1.0,,,51.0
41,"McCormick, Jonathon",2,,6,8,,,,2.0,1.0,,,2.0,,1.0,,5.0,4.0,,,1.0,,,59.0
5,"McKay, Andrew",7,2,8,15,,1.0,,2.0,4.0,2.0,2.0,1.0,,1.0,,4.0,11.0,,,1.0,,,100.0
2,"McKernan, Corey",8,8,4,12,2,2.0,7.0,1.0,,3.0,,2.0,1.0,2.0,,6.0,6.0,3.0,3.0,1.0,,,100.0
18,"Murphy, Justin",9,7,5,14,,2.0,,,2.0,5.0,,,,,,4.0,10.0,,1.0,1.0,,1.0,82.0
32,"Thornton, Bret",4,1,2,6,,,,1.0,4.0,2.0,,1.0,1.0,1.0,,4.0,3.0,,,10.0,3.0,,100.0
30,"Waite, Jarrad",8,2,2,10,1,1.0,,4.0,,1.0,1.0,3.0,,,,3.0,7.0,,1.0,1.0,1.0,,93.0
8,"Whitnall, Lance",18,14,4,22,2,1.0,,2.0,3.0,6.0,,2.0,1.0,,,10.0,12.0,6.0,3.0,3.0,,1.0,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,75,93,268,10,11.0,32.0,29.0,46.0,37.0,27.0,55.0,13.0,22.0,,125.0,138.0,16.0,10.0,42.0,6.0,5.0,
Opposition,Opposition,233,100,138,371,28,19.0,27.0,44.0,20.0,79.0,47.0,38.0,22.0,13.0,6.0,155.0,218.0,10.0,22.0,56.0,14.0,15.0,
