Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Boak, Travis",8,4,18,26,,,1.0,4.0,1.0,4.0,3.0,2.0,,,,10.0,17.0,,1.0,,,,73.0
5,"Broadbent, Matthew",16,5,8,24,,1.0,,4.0,4.0,4.0,2.0,2.0,,,,3.0,17.0,,1.0,3.0,1.0,,87.0
27,"Carlile, Alipate",6,1,8,14,,,,1.0,2.0,1.0,,2.0,,,,2.0,12.0,,,7.0,,,92.0
25,"Cassisi, Domenic",9,2,8,17,,,,5.0,,5.0,1.0,5.0,1.0,1.0,,9.0,10.0,,,4.0,,,80.0
18,"Cornes, Kane",7,3,11,18,,,,1.0,1.0,,1.0,2.0,,1.0,,7.0,11.0,,,,,,83.0
7,"Ebert, Brad",17,5,23,40,1,1.0,3.0,5.0,,8.0,9.0,3.0,,2.0,2.0,18.0,24.0,,1.0,1.0,,2.0,81.0
9,"Gray, Robbie",12,1,23,35,,2.0,,3.0,1.0,1.0,10.0,3.0,2.0,2.0,,16.0,20.0,,1.0,,1.0,2.0,86.0
8 ↓,"Hartlett, Hamish",4,2,3,7,,,,,1.0,,,1.0,,,,,7.0,,,,,,50.0
36,"Hombsch, Jack",9,6,7,16,,,,3.0,4.0,,,4.0,1.0,1.0,,7.0,9.0,3.0,,3.0,,,88.0
24,"Impey, Jarman",3,3,5,8,,,,3.0,,,,2.0,,1.0,,3.0,5.0,1.0,,3.0,2.0,,90.0
42,"Jonas, Tom",7,4,16,23,,,,1.0,3.0,3.0,2.0,4.0,,1.0,,6.0,17.0,,,3.0,,,87.0
23,"Lobbe, Matthew",12,3,9,21,,1.0,40.0,8.0,1.0,5.0,7.0,3.0,3.0,2.0,,13.0,8.0,1.0,,1.0,,,94.0
37,"Mitchell, Kane",10,3,9,19,,3.0,,8.0,3.0,2.0,2.0,4.0,2.0,1.0,,8.0,11.0,,1.0,,,1.0,77.0
6,"Monfries, Angus",6,2,6,12,3,,,5.0,1.0,1.0,,,,,,7.0,4.0,1.0,2.0,1.0,,2.0,82.0
29,"Pittard, Jasper",14,5,4,18,,,,,6.0,4.0,,3.0,,2.0,,4.0,12.0,1.0,,2.0,3.0,,78.0
28,"Schulz, Jay",9,7,4,13,4,1.0,,8.0,,2.0,,1.0,2.0,1.0,,8.0,5.0,3.0,5.0,2.0,,,100.0
12,"Trengove, Jackson",6,5,13,19,,,3.0,3.0,3.0,2.0,,1.0,,,,8.0,12.0,1.0,,4.0,,,92.0
39,"Westhoff, Justin",15,8,8,23,1,2.0,,3.0,1.0,5.0,1.0,3.0,1.0,,,6.0,17.0,2.0,3.0,4.0,,1.0,95.0
19,"White, Matt",12,4,4,16,2,1.0,2.0,4.0,2.0,6.0,1.0,3.0,1.0,1.0,,8.0,10.0,1.0,,3.0,1.0,,83.0
16,"Wines, Ollie",7,2,19,26,,,3.0,6.0,1.0,3.0,5.0,3.0,,1.0,,11.0,15.0,,,,,,75.0
20,"Wingard, Chad",9,1,7,16,2,,,4.0,,5.0,2.0,1.0,,,,6.0,10.0,,1.0,3.0,,3.0,96.0
40 ↑,"Young, Aaron",6,1,7,13,,,,2.0,,1.0,5.0,,1.0,,,5.0,7.0,,,1.0,,,29.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,77,220,424,13,16.0,52.0,81.0,35.0,62.0,51.0,52.0,14.0,17.0,2.0,165.0,260.0,14.0,16.0,45.0,8.0,11.0,
Opposition,Opposition,196,66,173,369,14,14.0,29.0,81.0,45.0,55.0,33.0,48.0,17.0,14.0,4.0,139.0,227.0,6.0,5.0,64.0,10.0,7.0,
