Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
1,"Charles, Sean",22y 89d,45 (14-0-31 31.11%),60 (1.33),←,
33,"Farmer, Jeff",20y 52d,41 (9-0-32 21.95%),63 (1.54),←,
21,"Febey, Steven",27y 361d,178 (89-0-89 50.00%),24 (0.13),←,
48,"Grgic, Brent",17y 311d,7 (1-0-6 14.29%),5 (0.71),←,
15,"Hopgood, Paul",24y 25d,79 (32-0-47 40.51%),8 (0.10),←,
27,"Ingerson, Anthony",27y 306d,75 (25-0-50 33.33%),39 (0.52),38 (9-0-29 23.68%),14 (0.37)
37,"Lamprill, Andrew",28y 103d,35 (12-0-23 34.29%),3 (0.09),←,
6,"Lovett, Glenn",28y 23d,124 (52-0-72 41.94%),73 (0.59),←,
35,"McDonald, Anthony",25y 63d,17 (2-0-15 11.76%),7 (0.41),←,
9,"Neitz, David",22y 205d,103 (41-0-62 39.81%),135 (1.31),←,
14,"Newton, Leigh",21y 143d,13 (2-0-11 15.38%),6 (0.46),←,
38,"OBrien, Darren",28y 146d,22 (4-0-18 18.18%),8 (0.36),←,
4,"Obst, Andrew",32y 361d,149 (70-0-79 46.98%),60 (0.40),←,
16,"Pyman, Robert",25y 313d,38 (14-0-24 36.84%),16 (0.42),17 (3-0-14 17.65%),7 (0.41)
42,"Robertson, Russell",18y 264d,1 (0-0-1 0.00%),1 (1.00),←,
5,"Schwarz, David",25y 22d,74 (29-1-44 39.86%),113 (1.53),←,
29,"Smith, Shaun",28y 54d,96 (44-1-51 46.35%),116 (1.21),49 (17-0-32 34.69%),78 (1.59)
11,"Stynes, Jim",31y 114d,242 (121-1-120 50.21%),127 (0.52),←,
12,"Viney, Todd",31y 138d,192 (90-1-101 47.14%),69 (0.36),←,
22,"Woewodin, Shane",21y 34d,20 (3-0-17 15.00%),4 (0.20),←,
13,"Yze, Adem",19y 328d,45 (13-0-32 28.89%),19 (0.42),←,
Totals,Totals,25y 60d,1596 (667-4-925 41.79%),956 (0.60),,
C,"Hutchison, Greg",40y 63d,11 (2-0-9 18.18%),,←,
