Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",19,8,10,29,,1.0,,2.0,4.0,6.0,6.0,3.0,,2.0,,9.0,20.0,,1.0,4.0,2.0,,84.0
24,"Blake, Mark",3,3,8,11,,,15.0,1.0,,3.0,1.0,1.0,,1.0,,2.0,9.0,,,1.0,,,60.0
17,"Byrnes, Shannon",9,6,6,15,,1.0,,1.0,,5.0,3.0,1.0,,,,8.0,8.0,1.0,,2.0,1.0,1.0,74.0
35,"Chapman, Paul",19,12,8,27,2,1.0,,4.0,1.0,2.0,,4.0,2.0,1.0,3.0,6.0,23.0,1.0,3.0,2.0,,1.0,96.0
11,"Corey, Joel",12,4,9,21,1,,,2.0,1.0,3.0,3.0,1.0,3.0,1.0,,9.0,11.0,,,,,,91.0
19,"Egan, Matthew",7,8,10,17,,,,5.0,,,,2.0,2.0,1.0,,7.0,11.0,,,7.0,,,96.0
44,"Enright, Corey",13,8,7,20,,,,3.0,1.0,2.0,1.0,1.0,,,,2.0,18.0,,1.0,2.0,2.0,,91.0
2,"Harley, Tom",8,6,9,17,,,,2.0,3.0,1.0,,1.0,,1.0,,3.0,14.0,,,1.0,,,93.0
8,"Hunt, Josh",21,9,9,30,1,,,,14.0,1.0,2.0,2.0,,2.0,,3.0,26.0,,1.0,4.0,,,87.0
28,"Johnson, David",10,5,9,19,,,,2.0,4.0,,,2.0,,,,5.0,13.0,2.0,,,,,75.0
20,"Johnson, Steve",10,2,3,13,4,1.0,,,,2.0,2.0,,1.0,,,7.0,5.0,,1.0,1.0,2.0,,93.0
9,"Kelly, James",7,4,6,13,,1.0,,,2.0,2.0,1.0,1.0,,,,6.0,7.0,1.0,1.0,,1.0,,61.0
1,"King, Steven",8,5,9,17,1,,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,,7.0,10.0,,,,,,65.0
45,"Ling, Cameron",16,5,11,27,1,,,2.0,5.0,3.0,4.0,2.0,,1.0,,5.0,22.0,1.0,1.0,,3.0,,89.0
4,"Mackie, Andrew",15,7,5,20,,2.0,,,,5.0,,2.0,2.0,,,4.0,17.0,,1.0,,,,70.0
39,"Milburn, Darren",16,11,9,25,,,1.0,2.0,1.0,6.0,5.0,4.0,1.0,,,9.0,18.0,,,4.0,2.0,,78.0
6,"Ottens, Brad",6,5,,6,,1.0,8.0,,,1.0,,,,,,4.0,2.0,3.0,4.0,1.0,,,100.0
22,"Playfair, Henry",6,8,9,15,1,1.0,,2.0,,2.0,,3.0,1.0,3.0,,8.0,8.0,1.0,2.0,,,,93.0
32,"Prismall, Brent",13,4,7,20,,,,1.0,4.0,6.0,3.0,,1.0,,,6.0,13.0,,,,7.0,1.0,79.0
15,"Riccardi, Peter",9,2,3,12,3,,,,,2.0,,,,,,4.0,7.0,,2.0,2.0,1.0,1.0,71.0
30,"Scarlett, Matthew",10,10,6,16,,,,3.0,3.0,1.0,,1.0,,1.0,,3.0,13.0,2.0,,4.0,,,96.0
40,"Wojcinski, David",4,2,5,9,,1.0,,,,3.0,2.0,1.0,,1.0,,3.0,7.0,,,,,,58.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,10.0,,,,,,,,,,,,,,,,,
Totals,Totals,241,134,158,399,14,20.0,40.0,33.0,44.0,57.0,34.0,33.0,14.0,15.0,3.0,120.0,282.0,12.0,18.0,35.0,21.0,4.0,
Opposition,Opposition,174,77,128,302,13,9.0,33.0,53.0,43.0,52.0,34.0,41.0,15.0,14.0,3.0,104.0,192.0,10.0,6.0,59.0,43.0,9.0,
