Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",30y 164d,257 (181-2-74 70.82%),175 (0.68),←,
24,"Bews, Jed",20y 154d,1 (0-0-1 0.00%),,←,
46,"Blicavs, Mark",23y 50d,30 (22-0-8 73.33%),8 (0.27),←,
22,"Duncan, Mitch",22y 341d,84 (65-0-19 77.38%),69 (0.82),←,
44,"Enright, Corey",32y 245d,273 (181-2-90 66.67%),57 (0.21),←,
29,"Guthrie, Cameron",21y 271d,48 (34-0-14 70.83%),8 (0.17),←,
26,"Hawkins, Tom",25y 300d,131 (103-0-28 78.63%),239 (1.82),←,
33,"Horlin-Smith, George",21y 146d,18 (14-0-4 77.78%),13 (0.72),←,
19,"Hunt, Taylor",23y 193d,63 (49-0-14 77.78%),19 (0.30),←,
20,"Johnson, Steve",30y 317d,223 (161-2-60 72.65%),413 (1.85),←,
9,"Kelly, James",30y 139d,241 (165-1-75 68.67%),87 (0.36),←,
13,"Lonergan, Tom",30y,130 (97-1-32 75.00%),51 (0.39),←,
4,"Mackie, Andrew",29y 283d,204 (157-0-47 76.96%),86 (0.42),←,
17,"McIntosh, Hamish",29y 255d,115 (52-2-61 46.09%),64 (0.56),8 (6-0-2 75.00%),5 (0.63)
32,"Motlop, Steven",23y 66d,53 (36-0-17 67.92%),73 (1.38),←,
21,"Murdoch, Jordan",22y 55d,27 (20-0-7 74.07%),24 (0.89),←,
25,"Rivers, Jared",29y 211d,167 (67-3-97 41.02%),18 (0.11),17 (13-0-4 76.47%),
14,"Selwood, Joel",25y 356d,168 (136-0-32 80.95%),98 (0.58),←,
38,"Sheringham, Jackson",25y 329d,10 (6-0-4 60.00%),1 (0.10),←,
16,"Simpson, Dawson",25y 89d,18 (13-0-5 72.22%),2 (0.11),←,
7,"Taylor, Harry",27y 339d,144 (113-0-31 78.47%),38 (0.26),←,
5,"Varcoe, Travis",26y 37d,123 (104-0-19 84.55%),129 (1.05),←,
Totals,Totals,26y 114d,2528 (1776-13-739 70.25%),1672 (0.66),,
C,"Scott, Chris",38y 14d,81 (62-0-19 76.54%),,←,
