Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",21y 234d,66 (34-1-31 52.27%),27 (0.41),←,
32,"Ellis, Craig",18y 324d,2 (1-0-1 50.00%),,←,
3,"Grant, Chris",21y 132d,81 (44-1-36 54.94%),165 (2.04),←,
1,"Grgic, Ilija",22y 50d,14 (8-0-6 57.14%),24 (1.71),←,
10,"Hunter, Mark",28y 233d,95 (45-2-48 48.42%),2 (0.02),←,
21,"Kolyniuk, Steven",23y 293d,80 (39-1-40 49.38%),94 (1.17),←,
12,"Koster, Kym",21y 82d,4 (1-0-3 25.00%),2 (0.50),←,
35,"Kretiuk, Steven",21y 294d,22 (14-0-8 63.64%),6 (0.27),←,
39,"Liberatore, Tony",28y 72d,109 (61-1-47 56.42%),63 (0.58),←,
9,"Nicholson, Brad",19y 324d,7 (4-0-3 57.14%),1 (0.14),←,
44,"Osborne, Richard",29y 312d,204 (82-0-122 40.20%),453 (2.22),1 (1-0-0 100.00%),3 (3.00)
22,"Quill, Peter",24y 244d,16 (9-0-7 56.25%),6 (0.38),←,
34,"Sexton, Ben",21y 177d,25 (13-1-11 54.00%),25 (1.00),←,
5,"Smith, Rohan",20y 328d,22 (15-0-7 68.18%),17 (0.77),←,
8,"Southern, Daniel",19y 113d,5 (2-0-3 40.00%),1 (0.20),←,
17,"Standfield, Barry",24y 70d,57 (32-0-25 56.14%),23 (0.40),←,
29,"Thorpe, Alan",25y 188d,11 (6-1-4 59.09%),20 (1.82),8 (5-0-3 62.50%),15 (1.88)
24,"Wallis, Stephen",29y 179d,210 (111-2-97 53.33%),52 (0.25),←,
25,"Watts, Jason",22y 269d,5 (2-0-3 40.00%),1 (0.20),←,
28,"West, Robert",25y 48d,15 (9-0-6 60.00%),4 (0.27),2 (1-0-1 50.00%),
14,"West, Scott",19y 161d,21 (11-0-10 52.38%),22 (1.05),←,
Totals,Totals,23y 127d,1071 (543-10-518 50.70%),1008 (0.94),,
C,"Joyce, Alan",51y 185d,96 (68-0-28 70.83%),,3 (1-0-2 33.33%),
