Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",21y 84d,41 (7-0-34 17.07%),11 (0.27),←,
18,"Cameron, Jeremy",21y 88d,48 (6-0-42 12.50%),116 (2.42),←,
3,"Coniglio, Stephen",20y 195d,43 (7-0-36 16.28%),12 (0.28),←,
1,"Davis, Phil",23y 302d,57 (17-0-40 29.82%),6 (0.11),39 (6-0-33 15.38%),5 (0.13)
48,"Frost, Sam",20y 304d,18 (5-0-13 27.78%),2 (0.11),←,
33,"Hoskin-Elliott, Will",20y 299d,31 (4-0-27 12.90%),25 (0.81),←,
32,"Hunt, Josh",32y 106d,208 (138-1-69 66.59%),31 (0.15),10 (4-0-6 40.00%),2 (0.20)
34,"Jaksch, Kristian",19y 264d,6 (1-0-5 16.67%),2 (0.33),←,
22,"Kelly, Josh",19y 136d,10 (3-0-7 30.00%),8 (0.80),←,
40,"Kennedy, Adam",21y 351d,47 (6-0-41 12.77%),4 (0.09),←,
39,"Mohr, Tim",25y 252d,40 (4-0-36 10.00%),1 (0.03),←,
41,"Mumford, Shane",27y 358d,109 (73-2-34 67.89%),41 (0.38),9 (4-0-5 44.44%),2 (0.22)
7,"Palmer, Rhys",25y 135d,88 (25-0-63 28.41%),53 (0.60),35 (4-0-31 11.43%),30 (0.86)
12,"Patton, Jonathon",21y 39d,24 (5-0-19 20.83%),27 (1.13),←,
23,"Shaw, Heath",28y 213d,186 (114-2-70 61.83%),37 (0.20),13 (4-0-9 30.77%),
5,"Shiel, Dylan",21y 111d,42 (5-0-37 11.90%),22 (0.52),←,
10,"Smith, Devon",21y 39d,51 (7-0-44 13.73%),45 (0.88),←,
20,"Tomlinson, Adam",20y 322d,37 (3-0-34 8.11%),13 (0.35),←,
17,"Treloar, Adam",21y 111d,51 (7-0-44 13.73%),29 (0.57),←,
8,"Ward, Callan",24y 79d,115 (39-0-76 33.91%),56 (0.49),55 (7-0-48 12.73%),23 (0.42)
6,"Whitfield, Lachie",19y 345d,28 (4-0-24 14.29%),13 (0.46),←,
16,"Wilson, Nathan",21y 172d,16 (2-0-14 12.50%),7 (0.44),←,
Totals,Totals,22y 279d,1296 (482-5-809 37.19%),561 (0.43),,
C,"Cameron, Leon",41y 299d,14 (4-0-10 28.57%),,←,
