Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",18,3,21,39,1,,,9.0,3.0,6.0,8.0,5.0,1.0,2.0,1.0,14.0,27.0,,,,3.0,2.0,92.0
55,"Ablett, Nathan",6,3,4,10,,,,2.0,,1.0,,1.0,1.0,,,5.0,5.0,1.0,,1.0,,,94.0
37,"Bennell, Harley",8,3,10,18,1,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,,,6.0,12.0,,,1.0,2.0,2.0,90.0
44,"Bock, Nathan",19,6,10,29,,,,,9.0,2.0,,1.0,,1.0,,4.0,25.0,,,6.0,12.0,,96.0
3,"Brennan, Jared",13,6,9,22,,,,9.0,2.0,5.0,5.0,5.0,,,,13.0,12.0,1.0,,6.0,,,71.0
19,"Daye, Joseph",7,2,6,13,,,,5.0,1.0,2.0,3.0,3.0,,2.0,,7.0,6.0,,,4.0,2.0,,81.0
17,"Fraser, Josh",5,3,11,16,,1.0,6.0,3.0,,3.0,,2.0,1.0,,,5.0,10.0,,,2.0,,1.0,84.0
5,"Harbrow, Jarrod",11,4,14,25,,,,2.0,5.0,2.0,1.0,1.0,,1.0,,5.0,18.0,,,3.0,5.0,,83.0
40,"Hickey, Tom",5,1,9,14,1,1.0,6.0,2.0,1.0,,1.0,,1.0,,,5.0,9.0,,,,,,80.0
7,"Hunt, Karmichael",3,3,6,9,,,,5.0,1.0,,1.0,1.0,1.0,,,6.0,4.0,,,6.0,2.0,,92.0
45 ↓,"May, Steven",3,1,5,8,,,,1.0,2.0,,,3.0,1.0,,,4.0,3.0,,,3.0,,,49.0
18,"McKenzie, Trent",6,2,4,10,2,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,5.0,5.0,,1.0,1.0,2.0,,91.0
41,"Prestia, Dion",7,2,14,21,,1.0,,8.0,1.0,3.0,3.0,3.0,2.0,1.0,,7.0,16.0,,,3.0,,1.0,66.0
35,"Rischitelli, Michael",4,6,20,24,,,,3.0,,3.0,1.0,1.0,1.0,1.0,,6.0,18.0,,,2.0,,,78.0
8,"Russell, Luke",5,2,9,14,1,,,6.0,1.0,2.0,,,1.0,,,3.0,11.0,,,1.0,,,86.0
26,"Shaw, Matt",11,2,7,18,2,,,2.0,,5.0,,4.0,,1.0,,4.0,14.0,,,,1.0,,78.0
25,"Stanley, Danny",11,10,22,33,,1.0,,1.0,1.0,2.0,4.0,1.0,,,,15.0,18.0,4.0,2.0,2.0,,,84.0
24 ↑,"Swallow, David",3,1,6,9,,,,3.0,,2.0,1.0,,,,,3.0,6.0,,,2.0,2.0,,38.0
48,"Tape, Seb",6,2,6,12,,,,4.0,1.0,,,3.0,,1.0,,3.0,9.0,,,4.0,,,98.0
16,"Thompson, Rory",4,7,7,11,1,1.0,,1.0,1.0,1.0,,,,,,3.0,8.0,2.0,2.0,2.0,,,94.0
52,"Tippett, Joel",3,2,4,7,,,,2.0,1.0,,1.0,,,,,2.0,5.0,,,9.0,,,79.0
4,"Weller, Maverick",3,1,8,11,,,,,1.0,,,2.0,,1.0,,3.0,7.0,,,3.0,,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,161,72,212,373,9,10.0,14.0,72.0,34.0,42.0,30.0,38.0,12.0,11.0,1.0,128.0,248.0,8.0,5.0,61.0,31.0,6.0,
Opposition,Opposition,222,100,211,433,18,17.0,67.0,70.0,31.0,59.0,44.0,40.0,11.0,12.0,5.0,148.0,283.0,15.0,18.0,49.0,13.0,12.0,
