Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Buckley, Nathan",11,4,8,19,1,,,5.0,1.0,2.0,1.0,,1.0,,,7.0,11.0,1.0,1.0,3.0,1.0,1.0,74.0
17,"Burns, Scott",5,4,10,15,,,,4.0,,4.0,2.0,2.0,2.0,1.0,,10.0,6.0,1.0,,,,1.0,65.0
43,"Clarke, Martin",5,3,11,16,,,,1.0,3.0,,4.0,2.0,1.0,,,8.0,8.0,,,5.0,1.0,,89.0
8,"Clement, James",6,4,,6,,,,2.0,2.0,,,2.0,1.0,,,2.0,5.0,,,3.0,,,94.0
32,"Cloke, Travis",14,9,4,18,3,2.0,,1.0,,7.0,1.0,4.0,,1.0,,4.0,13.0,1.0,3.0,1.0,,1.0,90.0
1,"Davis, Leon",13,2,1,14,1,1.0,,5.0,2.0,2.0,4.0,,,,,6.0,8.0,,1.0,1.0,,1.0,75.0
4,"Didak, Alan",15,3,2,17,1,,,3.0,1.0,4.0,2.0,6.0,2.0,3.0,,6.0,9.0,,1.0,,1.0,2.0,70.0
25,"Fraser, Josh",7,2,2,9,,1.0,15.0,4.0,,2.0,2.0,1.0,4.0,,,6.0,3.0,,,3.0,,,64.0
38,"Goldsack, Tyson",6,3,6,12,,1.0,,4.0,3.0,,,,2.0,,,6.0,5.0,,,5.0,3.0,,88.0
24,"Lockyer, Tarkyn",7,3,7,14,,,,1.0,,4.0,,,1.0,,,4.0,10.0,,,1.0,,3.0,88.0
30,"Lumumba, Heritier",6,4,5,11,,,,9.0,4.0,1.0,1.0,4.0,1.0,2.0,,5.0,6.0,,,7.0,3.0,,100.0
27,"Maxwell, Nick",8,2,4,12,,,1.0,6.0,2.0,1.0,1.0,3.0,2.0,1.0,,3.0,8.0,,,6.0,,,93.0
7,"Medhurst, Paul",15,7,2,17,1,2.0,,1.0,1.0,5.0,,7.0,1.0,1.0,,4.0,14.0,,1.0,3.0,1.0,1.0,85.0
11,"OBree, Shane",11,3,4,15,,,,4.0,1.0,3.0,2.0,2.0,1.0,1.0,,3.0,11.0,,,,1.0,,60.0
10,"Pendlebury, Scott",15,4,9,24,1,,,5.0,3.0,6.0,6.0,5.0,3.0,2.0,,9.0,15.0,,,1.0,1.0,1.0,83.0
21,"Richards, Guy",9,3,2,11,,,16.0,1.0,,1.0,5.0,1.0,1.0,1.0,,6.0,5.0,,,1.0,,,59.0
23,"Rocca, Anthony",11,9,5,16,6,,,1.0,,2.0,1.0,,1.0,,,8.0,6.0,5.0,5.0,4.0,,1.0,89.0
2,"Rusling, Sean",9,8,4,13,3,2.0,,,,2.0,,,,,,3.0,10.0,1.0,6.0,2.0,,1.0,99.0
39,"Shaw, Heath",14,10,9,23,,,,2.0,4.0,3.0,1.0,3.0,2.0,1.0,,8.0,15.0,1.0,,,4.0,,97.0
36,"Swan, Dane",13,5,4,17,1,,,4.0,4.0,2.0,1.0,4.0,,2.0,,6.0,9.0,,1.0,1.0,,,68.0
13,"Thomas, Dale",9,4,3,12,,2.0,1.0,4.0,,2.0,1.0,1.0,1.0,,,4.0,8.0,,1.0,,9.0,,77.0
14,"Wakelin, Shane",10,6,,10,,,,1.0,3.0,,,1.0,,,,3.0,5.0,1.0,,3.0,1.0,,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,102,102,321,18,17.0,33.0,68.0,34.0,53.0,35.0,48.0,27.0,16.0,,121.0,190.0,11.0,20.0,50.0,26.0,13.0,
Opposition,Opposition,181,88,117,298,13,9.0,36.0,37.0,32.0,51.0,30.0,57.0,16.0,27.0,,115.0,180.0,13.0,10.0,43.0,18.0,12.0,
