Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
1,"Anderson, Greg",30y 11d,158 (93-1-64 59.18%),78 (0.49),55 (26-1-28 48.18%),18 (0.33)
26,"Bickley, Mark",26y 295d,105 (51-0-54 48.57%),27 (0.26),←,
21,"Brown, David",26y 239d,65 (30-1-34 46.92%),54 (0.83),←,
44,"Caven, Peter",26y 9d,66 (27-0-39 40.91%),34 (0.52),9 (6-0-3 66.67%),13 (1.44)
14,"Connell, Matthew",23y 296d,26 (11-0-15 42.31%),6 (0.23),23 (9-0-14 39.13%),6 (0.26)
37,"Edwards, Tyson",19y 293d,21 (11-0-10 52.38%),6 (0.29),←,
34,"Hart, Ben",21y 321d,94 (46-1-47 49.47%),21 (0.22),←,
2,"Jarman, Andrew",30y 132d,102 (51-1-50 50.49%),81 (0.79),←,
9,"Koster, Kym",23y 114d,47 (26-1-20 56.38%),17 (0.36),9 (6-0-3 66.67%),4 (0.44)
27,"Liptak, Matthew",26y 25d,90 (47-1-42 52.78%),106 (1.18),←,
8,"McCartney, Jason",22y 72d,61 (31-0-30 50.82%),44 (0.72),23 (11-0-12 47.83%),16 (0.70)
23,"McLeod, Andrew",19y 295d,24 (13-0-11 54.17%),26 (1.08),←,
6,"Modra, Tony",27y 85d,72 (33-1-38 46.53%),293 (4.07),←,
16,"Pesch, Nick",21y 335d,28 (13-0-15 46.43%),15 (0.54),←,
15,"Pittman, David",27y 92d,65 (30-1-34 46.92%),18 (0.28),←,
32,"Ricciuto, Mark",20y 352d,70 (33-1-36 47.86%),52 (0.74),←,
5,"Robran, Matthew",25y 67d,36 (19-0-17 52.78%),22 (0.61),29 (15-0-14 51.72%),17 (0.59)
39,"Ross, Jonathan",22y 204d,20 (11-0-9 55.00%),4 (0.20),←,
7,"Smart, Nigel",27y 4d,107 (52-1-54 49.07%),52 (0.49),←,
4,"Tasker, Sean",27y 342d,46 (20-0-26 43.48%),17 (0.37),←,
49,"Viska, Mark",25y 26d,28 (14-0-14 50.00%),1 (0.04),←,
Totals,Totals,24y 311d,1331 (662-10-659 49.74%),974 (0.73),,
C,"Shaw, Robert",41y 140d,117 (43-0-74 36.75%),,31 (15-0-16 48.39%),
