Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Amartey, Joel",23y 295d,20 (12-0-8 60.00%),21 (1.05),←,
22,"Blakey, Nick",23y 117d,92 (47-0-45 51.09%),34 (0.37),←,
16,"Campbell, Braeden",21y 140d,39 (22-0-17 56.41%),8 (0.21),←,
4,"Clarke, Ryan",26y 7d,89 (38-0-51 42.70%),21 (0.24),49 (21-0-28 42.86%),13 (0.27)
7,"Cunningham, Harry",29y 200d,175 (102-0-73 58.29%),50 (0.29),←,
13,"Florent, Oliver",24y 337d,132 (70-0-62 53.03%),39 (0.30),←,
42,"Fox, Robbie",30y 69d,77 (37-0-40 48.05%),10 (0.13),←,
10,"Francis, Aaron",25y 318d,63 (27-1-35 43.65%),12 (0.19),9 (3-0-6 33.33%),
21,"Gulden, Errol",20y 341d,57 (36-0-21 63.16%),45 (0.79),←,
5,"Heeney, Isaac",27y 50d,167 (105-0-62 62.87%),212 (1.27),←,
31,"Hickey, Tom",32y 110d,144 (63-2-79 44.44%),45 (0.31),42 (28-0-14 66.67%),13 (0.31)
44,"Lloyd, Jake",29y 277d,214 (130-0-84 60.75%),36 (0.17),←,
6,"McDonald, Logan",21y 81d,34 (22-0-12 64.71%),44 (1.29),←,
27,"McInerney, Justin",22y 310d,66 (38-0-28 57.58%),28 (0.42),←,
2,"McLean, Hayden",24y 155d,43 (21-0-22 48.84%),38 (0.88),←,
43,"Melican, Lewis",26y 232d,56 (29-0-27 51.79%),1 (0.02),←,
14,"Mills, Callum",26y 83d,145 (82-0-63 56.55%),23 (0.16),←,
11,"Papley, Tom",26y 346d,155 (89-0-66 57.42%),245 (1.58),←,
26,"Parker, Luke",30y 242d,273 (168-1-104 61.72%),196 (0.72),←,
24,"Rampe, Dane",33y 22d,222 (142-1-79 64.19%),7 (0.03),←,
8,"Rowbottom, James",22y 278d,83 (43-0-40 51.81%),26 (0.31),←,
29,"Sheldrick, Angus",19y 229d,7 (4-0-3 57.14%),3 (0.43),←,
1,"Warner, Chad",22y 36d,53 (31-0-22 58.49%),37 (0.70),←,
Totals,Totals,25y 265d,2406 (1358-5-1043 56.44%),1181 (0.49),,
C,"Longmire, John",52y 175d,297 (183-2-112 61.95%),,←,
