Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",8,1,4,12,,,1.0,1.0,,,,,,,,,,,,,,,
32,"Baldwin, Jason",13,3,3,16,,,,1.0,,,,,,,,,,,,,,,
41,"Bird, Peter",6,2,4,10,,1.0,,,,,,,,,,,,,,,,,
14,"Bizzotto, Frank",5,1,5,10,,,,3.0,,,,,3.0,2.0,,,,,,,,,
1,"Boyd, Brad",17,7,13,30,,,,2.0,,,,,,2.0,,,,,,,,,
40,"Bruce, Jeff",5,5,4,9,,,,,,,,,1.0,1.0,,,,,,,,,
35,"Cook, Brett",2,3,6,8,,,10.0,3.0,,,,,,2.0,,,,,,,,,
31,"Dent, Matthew",13,5,3,16,,1.0,,2.0,,,,,,,,,,,,,,,
17,"Hawking, Simon",8,5,6,14,,,,,,,,,,2.0,,,,,,,,,
3,"Hawkins, Doug",10,4,8,18,,,,,,,,,,,,,,,,,,,
10,"Hogg, Jeff",10,3,2,12,2,2.0,,,,,,,1.0,1.0,,,,,,,,,
19,"Holmes, Darren",5,3,6,11,,,,4.0,,,,,4.0,1.0,,,,,,,,,
2,"Johnson, Chris",8,4,3,11,3,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
36,"Lamb, Wayne",6,1,5,11,1,,,,,,,,1.0,,,,,,,,,,
38,"McCarthy, Adam",8,,2,10,,,,3.0,,,,,1.0,,,,,,,,,,
25,"McCarthy, John",10,4,6,16,1,,,1.0,,,,,1.0,3.0,,,,,,,,,
4,"Paxman, Stephen",8,4,1,9,,1.0,,,,,,,3.0,2.0,,,,,,,,,
29,"Payne, Darren",5,3,6,11,,,,2.0,,,,,1.0,1.0,,,,,,,,,
8,"Pike, Martin",4,3,6,10,,1.0,,3.0,,,,,,,,,,,,,,,
37,"Rombotis, John",2,,2,4,,,,,,,,,1.0,,,,,,,,,,
16,"Zanotti, Mark",25,4,7,32,,,,1.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,65,102,280,7,8.0,11.0,27.0,,,,,20.0,19.0,,,,,,,,,
Opposition,Opposition,226,121,94,320,20,11.0,15.0,15.0,,,,,19.0,20.0,6.0,,,,,,,,
