Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",11,4,3,14,,,1.0,1.0,5.0,1.0,,4.0,1.0,2.0,,7.0,7.0,1.0,,1.0,1.0,,100.0
16,"Brown, Leigh",5,3,,5,2,,1.0,6.0,,2.0,,2.0,1.0,1.0,,4.0,2.0,2.0,1.0,4.0,,,89.0
2,"Colbert, Leigh",5,4,3,8,,,,1.0,2.0,,,2.0,1.0,2.0,,1.0,7.0,,,2.0,,,50.0
24,"Firrito, Michael",4,1,6,10,,,,2.0,2.0,1.0,1.0,2.0,1.0,,,6.0,4.0,,,3.0,,,75.0
6,"Grant, Shannon",11,4,10,21,2,,,3.0,3.0,1.0,7.0,6.0,1.0,1.0,,11.0,9.0,,1.0,,,,84.0
31,"Hale, David",4,3,1,5,,1.0,8.0,2.0,2.0,1.0,,,1.0,,,3.0,3.0,2.0,1.0,3.0,,,75.0
4,"Harris, Daniel",6,1,8,14,2,,,3.0,,3.0,5.0,1.0,,,,11.0,4.0,,,2.0,,,80.0
29,"Harvey, Brent",6,2,1,7,1,,,2.0,1.0,3.0,2.0,2.0,,1.0,,3.0,4.0,,1.0,,,,64.0
28,"Harvey, Shane",11,4,4,15,4,3.0,,3.0,,2.0,1.0,1.0,,,,5.0,11.0,,1.0,,,1.0,77.0
21,"Jones, Corey",13,7,3,16,,,3.0,4.0,1.0,3.0,3.0,2.0,,1.0,,6.0,9.0,2.0,,1.0,1.0,1.0,72.0
34,"King, David",11,3,3,14,,,,4.0,1.0,9.0,2.0,1.0,1.0,,,5.0,10.0,,,1.0,1.0,3.0,85.0
35,"Makepeace, Troy",11,1,4,15,1,,,2.0,7.0,3.0,,1.0,1.0,,,6.0,5.0,,,3.0,9.0,,100.0
19,"Motlop, Daniel",17,10,3,20,3,3.0,1.0,1.0,1.0,7.0,2.0,5.0,,2.0,2.0,7.0,13.0,2.0,3.0,,9.0,1.0,83.0
20,"Petrie, Drew",11,6,1,12,2,2.0,3.0,5.0,1.0,2.0,,1.0,4.0,1.0,1.0,7.0,5.0,2.0,3.0,4.0,,,100.0
17,"Porter, Mark",3,2,2,5,,,5.0,3.0,1.0,3.0,1.0,1.0,,1.0,,2.0,3.0,1.0,,6.0,,1.0,49.0
26,"Rocca, Saverio",6,4,2,8,2,,6.0,2.0,,3.0,,3.0,,1.0,,2.0,6.0,1.0,2.0,3.0,,2.0,87.0
7,"Simpson, Adam",10,3,12,22,,1.0,,5.0,2.0,2.0,8.0,2.0,1.0,1.0,,16.0,6.0,2.0,,1.0,,,88.0
9,"Sinclair, Jess",12,5,7,19,,,,6.0,5.0,2.0,1.0,6.0,1.0,3.0,,5.0,13.0,1.0,,3.0,2.0,,100.0
10,"Stevens, Anthony",6,1,4,10,,,,,2.0,1.0,1.0,1.0,1.0,,,5.0,5.0,,,1.0,,1.0,54.0
12,"Stevens, Michael",4,4,5,9,1,,1.0,2.0,,1.0,,1.0,,1.0,,3.0,7.0,,1.0,3.0,1.0,1.0,100.0
36,"Watt, Shannon",2,1,1,3,,,,,2.0,,,,,,,1.0,1.0,,,7.0,,,100.0
8,"Wells, Daniel",27,8,6,33,2,,1.0,7.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,9.0,22.0,1.0,1.0,1.0,1.0,1.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,81,89,285,22,11.0,30.0,64.0,41.0,54.0,37.0,46.0,17.0,19.0,6.0,125.0,156.0,17.0,15.0,49.0,25.0,12.0,
Opposition,Opposition,169,93,119,288,9,9.0,34.0,43.0,29.0,49.0,26.0,42.0,19.0,17.0,,105.0,186.0,14.0,10.0,34.0,5.0,5.0,
