Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Amartey, Joel",23y 330d,24 (15-1-8 64.58%),26 (1.08),←,
22,"Blakey, Nick",23y 152d,97 (50-1-46 52.06%),34 (0.35),←,
16,"Campbell, Braeden",21y 175d,44 (25-1-18 57.95%),10 (0.23),←,
4,"Clarke, Ryan",26y 42d,93 (41-1-51 44.62%),21 (0.23),53 (24-1-28 46.23%),13 (0.25)
7,"Cunningham, Harry",29y 235d,180 (105-1-74 58.61%),50 (0.28),←,
13,"Florent, Oliver",25y 7d,137 (73-1-63 53.65%),41 (0.30),←,
42,"Fox, Robbie",30y 104d,82 (40-1-41 49.39%),10 (0.12),←,
23,"Franklin, Lance",36y 180d,354 (222-1-131 62.85%),1066 (3.01),172 (113-0-59 65.70%),486 (2.83)
21,"Gulden, Errol",21y 11d,62 (39-1-22 63.71%),48 (0.77),←,
9,"Hayward, Will",24y 276d,132 (71-1-60 54.17%),152 (1.15),←,
5,"Heeney, Isaac",27y 85d,172 (108-1-63 63.08%),220 (1.28),←,
44,"Lloyd, Jake",29y 312d,218 (132-1-85 60.78%),36 (0.17),←,
30,"McCartin, Tom",23y 211d,105 (59-0-46 56.19%),28 (0.27),←,
6,"McDonald, Logan",21y 116d,39 (25-1-13 65.38%),49 (1.26),←,
27,"McInerney, Justin",22y 345d,71 (41-1-29 58.45%),31 (0.44),←,
2,"McLean, Hayden",24y 190d,48 (24-1-23 51.04%),38 (0.79),←,
14,"Mills, Callum",26y 118d,150 (85-1-64 57.00%),25 (0.17),←,
11,"Papley, Tom",27y 16d,160 (92-1-67 57.81%),255 (1.59),←,
26,"Parker, Luke",30y 277d,278 (171-2-105 61.87%),197 (0.71),←,
24,"Rampe, Dane",33y 57d,227 (145-2-80 64.32%),7 (0.03),←,
8,"Rowbottom, James",22y 313d,88 (46-1-41 52.84%),27 (0.31),←,
1,"Warner, Chad",22y 71d,55 (33-0-22 60.00%),39 (0.71),←,
15,"Wicks, Sam",23y 318d,45 (28-0-17 62.22%),31 (0.69),←,
Totals,Totals,25y 362d,2861 (1670-22-1169 58.37%),2441 (0.85),,
C,"Longmire, John",52y 210d,302 (186-3-113 62.09%),,←,
