Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",25y 175d,121 (69-0-52 57.02%),68 (0.56),←,
2,"Backwell, Brett",20y 93d,15 (7-0-8 46.67%),10 (0.67),←,
29,"Beaumont, Simon",24y 250d,83 (50-0-33 60.24%),58 (0.70),←,
21,"Bradley, Craig",36y 301d,332 (204-2-126 61.75%),225 (0.68),←,
16,"Camporeale, Scott",25y 8d,128 (81-0-47 63.28%),124 (0.97),←,
25,"Fevola, Brendan",19y 212d,15 (10-0-5 66.67%),24 (1.60),←,
31,"Fletcher, Simon",22y 2d,33 (23-0-10 69.70%),18 (0.55),←,
45,"Franchina, Anthony",22y 313d,54 (32-0-22 59.26%),20 (0.37),←,
17,"Freeborn, Scott",22y 91d,17 (12-0-5 70.59%),10 (0.59),←,
4,"Hamill, Aaron",22y 365d,91 (49-0-42 53.85%),113 (1.24),←,
9,"Hickmott, Adrian",28y 142d,128 (84-0-44 65.63%),72 (0.56),78 (52-0-26 66.67%),48 (0.62)
37,"Hotton, Trent",26y 262d,41 (21-0-20 51.22%),32 (0.78),24 (17-0-7 70.83%),18 (0.75)
33,"Houlihan, Ryan",18y 211d,12 (8-0-4 66.67%),7 (0.58),←,
27,"Hulme, Darren",23y 40d,57 (28-0-29 49.12%),28 (0.49),←,
12,"Lappin, Matthew",24y 184d,103 (57-1-45 55.83%),92 (0.89),48 (29-0-19 60.42%),66 (1.38)
10,"Mansfield, Michael",29y 11d,198 (116-1-81 58.84%),106 (0.54),17 (13-0-4 76.47%),6 (0.35)
22,"Manton, Glenn",27y 79d,139 (83-0-56 59.71%),34 (0.24),118 (72-0-46 61.02%),30 (0.25)
5,"McKay, Andrew",30y 36d,178 (110-1-67 62.08%),26 (0.15),←,
11,"Porter, Mark",23y 313d,32 (14-0-18 43.75%),9 (0.28),←,
7,"Ratten, Brett",29y 39d,213 (126-0-87 59.15%),83 (0.39),←,
1,"Silvagni, Stephen",33y 80d,292 (185-1-106 63.53%),187 (0.64),←,
8,"Whitnall, Lance",20y 362d,90 (49-0-41 54.44%),190 (2.11),←,
Totals,Totals,25y 112d,2372 (1418-6-948 59.78%),1536 (0.65),,
C,"Parkin, David",57y 342d,517 (306-2-209 59.38%),,354 (219-2-133 62.15%),
