Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
23,"Clarkson, Alastair",28y 71d,107 (47-2-58 44.86%),72 (0.67),14 (5-0-9 35.71%),11 (0.79)
33,"Farmer, Jeff",19y 13d,18 (4-0-14 22.22%),20 (1.11),←,
20,"Febey, Matthew",26y 323d,84 (40-0-44 47.62%),24 (0.29),←,
15,"Hopgood, Paul",22y 352d,54 (28-0-26 51.85%),3 (0.06),←,
27,"Ingerson, Anthony",26y 268d,49 (20-0-29 40.82%),28 (0.57),12 (4-0-8 33.33%),3 (0.25)
7,"Kowal, Darren",24y 19d,66 (33-0-33 50.00%),29 (0.44),←,
37,"Lamprill, Andrew",27y 64d,27 (10-0-17 37.04%),3 (0.11),←,
17,"Lovett, Brett",30y 48d,211 (116-1-94 55.21%),40 (0.19),←,
6,"Lovett, Glenn",26y 350d,104 (49-0-55 47.12%),68 (0.65),←,
9,"Neitz, David",21y 167d,80 (37-0-43 46.25%),80 (1.00),←,
18,"Nettelbeck, Craig",24y 42d,58 (15-2-41 27.59%),37 (0.64),13 (5-0-8 38.46%),10 (0.77)
38,"OBrien, Darren",27y 107d,6 (2-0-4 33.33%),1 (0.17),←,
4,"Obst, Andrew",31y 323d,123 (65-0-58 52.85%),56 (0.46),←,
14,"Polley, Michael",19y 297d,4 (2-0-2 50.00%),,←,
10,"Seecamp, Marcus",23y 346d,85 (32-0-53 37.65%),15 (0.18),34 (14-0-20 41.18%),5 (0.15)
29,"Smith, Shaun",27y 15d,81 (41-1-39 51.23%),109 (1.35),34 (14-0-20 41.18%),71 (2.09)
11,"Stynes, Jim",30y 75d,214 (116-1-97 54.44%),122 (0.57),←,
2,"Tingay, Stephen",25y 329d,130 (70-0-60 53.85%),64 (0.49),←,
8,"Turley, Craig",30y 318d,128 (79-2-47 62.50%),99 (0.77),13 (5-0-8 38.46%),8 (0.62)
12,"Viney, Todd",30y 99d,165 (86-1-78 52.42%),62 (0.38),←,
13,"Yze, Adem",18y 290d,22 (9-0-13 40.91%),10 (0.45),←,
Totals,Totals,25y 326d,1816 (901-10-905 49.61%),942 (0.52),,
C,"Balme, Neil",44y 174d,81 (38-0-43 46.91%),,←,
