Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",19y 307d,28 (7-0-21 25.00%),21 (0.75),←,
27,"Ainsworth, Ben",19y 183d,11 (2-0-9 18.18%),11 (1.00),←,
29,"Bowes, Jack",19y 198d,11 (2-0-9 18.18%),2 (0.18),←,
15,"Currie, Daniel",28y 178d,10 (3-0-7 30.00%),6 (0.60),6 (0-0-6 0.00%),3 (0.50)
33,"Hall, Aaron",26y 276d,95 (32-1-62 34.21%),75 (0.79),←,
5,"Harbrow, Jarrod",29y 25d,200 (77-2-121 39.00%),53 (0.26),130 (37-1-92 28.85%),32 (0.25)
38,"Joyce, Jesse",19y 360d,27 (8-0-19 29.63%),1 (0.04),←,
23,"Lemmens, Sean",22y 283d,69 (21-1-47 31.16%),16 (0.23),←,
25,"Lyons, Jarryd",25y 21d,72 (40-0-32 55.56%),41 (0.57),17 (6-0-11 35.29%),9 (0.53)
44,"Macpherson, Darcy",19y 287d,10 (0-0-10 0.00%),4 (0.40),←,
4,"Martin, Jack",22y 195d,64 (19-1-44 30.47%),58 (0.91),←,
17,"May, Steven",25y 214d,104 (34-1-69 33.17%),18 (0.17),←,
18,"McKenzie, Trent",25y 131d,104 (29-0-75 27.88%),22 (0.21),←,
11,"Miller, Touk",21y 171d,58 (13-1-44 23.28%),18 (0.31),←,
3,"Rosa, Matt",30y 262d,200 (96-1-103 48.25%),44 (0.22),32 (9-0-23 28.13%),5 (0.16)
42,"Saad, Adam",23y 20d,46 (13-1-32 29.35%),3 (0.07),←,
36,"Schoenfeld, Josh",20y 40d,7 (1-0-6 14.29%),2 (0.29),←,
37,"Scrimshaw, Jack",18y 342d,4 (0-0-4 0.00%),,←,
6,"Sexton, Alex",23y 252d,75 (21-0-54 28.00%),43 (0.57),←,
43,"Spencer, Max",19y 312d,3 (0-0-3 0.00%),,←,
24,"Swallow, David",24y 266d,95 (28-0-67 29.47%),49 (0.52),←,
30,"Wright, Peter",20y 338d,40 (9-0-31 22.50%),56 (1.40),←,
Totals,Totals,23y 29d,1333 (455-9-869 34.13%),543 (0.41),,
C,"Solomon, Dean",37y 215d,1 (0-0-1 0.00%),,←,
