Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",29y 134d,247 (150-4-93 61.54%),304 (1.23),209 (127-3-79 61.48%),260 (1.24)
20,"Black, Simon",27y 96d,183 (119-1-63 65.30%),121 (0.66),←,
36,"Bradshaw, Daniel",27y 229d,173 (102-2-69 59.54%),339 (1.96),170 (99-2-69 58.82%),339 (1.99)
17,"Brennan, Jared",21y 345d,33 (18-0-15 54.55%),22 (0.67),←,
19,"Charman, Jamie",23y 357d,85 (55-1-29 65.29%),31 (0.36),←,
30,"Copeland, Robert",25y 43d,102 (67-0-35 65.69%),20 (0.20),←,
4,"Fixter, Ben",25y 15d,41 (19-0-22 46.34%),9 (0.22),14 (5-0-9 35.71%),1 (0.07)
45,"Harding, Scott",20y 19d,8 (3-0-5 37.50%),1 (0.13),←,
21,"Merrett, Daniel",21y 208d,18 (8-0-10 44.44%),14 (0.78),←,
15,"Michael, Mal",29y 14d,193 (108-1-84 56.22%),28 (0.15),132 (87-1-44 66.29%),5 (0.04)
10,"Moody, Matthew",20y 288d,17 (6-0-11 35.29%),11 (0.65),←,
8,"Notting, Tim",27y 260d,148 (95-1-52 64.53%),111 (0.75),←,
41,"Pask, Martin",21y 187d,4 (1-0-3 25.00%),2 (0.50),←,
24,"Patfull, Joel",21y 213d,7 (3-0-4 42.86%),2 (0.29),←,
6,"Power, Luke",26y 181d,168 (106-1-61 63.39%),173 (1.03),←,
35,"Rischitelli, Michael",20y 181d,18 (7-0-11 38.89%),9 (0.50),←,
29,"Roe, Jason",22y 117d,9 (4-0-5 44.44%),2 (0.22),←,
5,"Scott, Brad",30y 66d,160 (92-2-66 58.13%),45 (0.28),138 (84-2-52 61.59%),39 (0.28)
28,"Selwood, Troy",22y 68d,27 (12-0-15 44.44%),3 (0.11),←,
11,"Sherman, Justin",19y 163d,33 (14-0-19 42.42%),20 (0.61),←,
32,"Stiller, Cheynee",20y 66d,5 (1-0-4 20.00%),2 (0.40),←,
3,"Voss, Michael",31y 1d,282 (165-2-115 58.87%),243 (0.86),203 (127-1-75 62.81%),171 (0.84)
Totals,Totals,24y 115d,1961 (1155-15-791 58.90%),1512 (0.77),,
C,"Matthews, Leigh",54y 129d,409 (246-6-157 60.88%),,185 (121-1-63 65.68%),
