Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",22y 110d,78 (16-0-62 20.51%),9 (0.12),←,
33,"Bailey, Zac",19y 189d,14 (4-0-10 28.57%),6 (0.43),←,
4,"Bastinac, Ryan",27y 282d,163 (77-0-86 47.24%),93 (0.57),42 (10-0-32 23.81%),27 (0.64)
7,"Berry, Jarrod",21y 54d,39 (10-0-29 25.64%),20 (0.51),←,
23,"Cameron, Charlie",24y 269d,86 (50-1-35 58.72%),111 (1.29),13 (3-0-10 23.08%),24 (1.85)
27,"Gardiner, Darcy",23y 190d,84 (22-0-62 26.19%),4 (0.05),←,
30,"Hipwood, Eric",21y 199d,54 (14-0-40 25.93%),79 (1.46),←,
2,"Hodge, Luke",34y 289d,326 (186-2-138 57.36%),194 (0.60),21 (6-0-15 28.57%),1 (0.05)
17,"Lyons, Jarryd",26y 252d,94 (46-0-48 48.94%),49 (0.52),2 (2-0-0 100.00%),
12,"Martin, Stefan",32y 134d,160 (39-1-120 24.69%),41 (0.26),103 (25-0-78 24.27%),18 (0.17)
36,"Mathieson, Rhys",22y 80d,39 (12-0-27 30.77%),21 (0.54),←,
11,"McCarthy, Lincoln",25y 160d,31 (25-0-6 80.65%),31 (1.00),2 (2-0-0 100.00%),6 (3.00)
6,"McCluggage, Hugh",21y 28d,42 (11-0-31 26.19%),20 (0.48),←,
46,"McInerney, Oscar",24y 264d,18 (6-0-12 33.33%),16 (0.89),←,
25,"McStay, Daniel",23y 280d,81 (20-0-61 24.69%),54 (0.67),←,
9,"Neale, Lachie",25y 311d,137 (67-0-70 48.91%),68 (0.50),2 (2-0-0 100.00%),1 (0.50)
16,"Rayner, Cam",19y 161d,24 (7-0-17 29.17%),23 (0.96),←,
10,"Rich, Daniel",28y 297d,185 (59-1-125 32.16%),103 (0.56),←,
5,"Robinson, Mitch",29y 297d,170 (66-1-103 39.12%),92 (0.54),70 (15-0-55 21.43%),34 (0.49)
14,"Walker, Josh",26y 139d,76 (31-1-44 41.45%),69 (0.91),43 (12-0-31 27.91%),34 (0.79)
29,"Witherden, Alex",20y 202d,32 (9-0-23 28.13%),3 (0.09),←,
15,"Zorko, Dayne",30y 50d,146 (44-0-102 30.14%),162 (1.11),←,
Totals,Totals,25y 43d,2079 (821-7-1251 39.49%),1268 (0.61),,
C,"Fagan, Chris",57y 281d,46 (12-0-34 26.09%),,←,
