Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bartram, Clint",21y 47d,46 (16-1-29 35.87%),11 (0.24),←,
6,"Bate, Matthew",21y 315d,50 (17-0-33 34.00%),42 (0.84),←,
43,"Bennell, Jamie",18y 301d,2 (0-0-2 0.00%),,←,
32,"Bruce, Cameron",29y 186d,186 (81-1-104 43.82%),196 (1.05),←,
25,"Cheney, Kyle",19y 222d,2 (0-0-2 0.00%),,←,
36,"Davey, Aaron",25y 298d,99 (44-1-54 44.95%),131 (1.32),←,
8,"Frawley, James",20y 196d,22 (6-0-16 27.27%),,←,
18,"Green, Brad",28y 22d,188 (84-1-103 44.95%),232 (1.23),←,
39,"Jetta, Neville",19y 51d,2 (0-0-2 0.00%),1 (0.50),←,
11,"Johnson, Paul",24y 282d,45 (11-0-34 24.44%),13 (0.29),44 (10-0-34 22.73%),13 (0.30)
2,"Jones, Nathan",21y 74d,52 (11-1-40 22.12%),21 (0.40),←,
34,"Martin, Stefan",22y 138d,9 (2-0-7 22.22%),,←,
23,"McDonald, James",32y 181d,219 (94-1-124 43.15%),49 (0.22),←,
5,"McLean, Brock",23y 24d,77 (33-1-43 43.51%),33 (0.43),←,
7,"Miller, Brad",25y 272d,112 (41-1-70 37.05%),61 (0.54),←,
22,"Moloney, Brent",25y 66d,71 (29-1-41 41.55%),17 (0.24),48 (17-0-31 35.42%),11 (0.23)
10,"Morton, Cale",19y 76d,21 (2-0-19 9.52%),14 (0.67),←,
15,"Petterd, Ricky",20y 254d,13 (3-0-10 23.08%),9 (0.69),←,
27,"Rivers, Jared",24y 168d,72 (34-1-37 47.92%),4 (0.06),←,
42,"Spencer, Jake",19y 177d,2 (0-0-2 0.00%),,←,
12,"Sylvia, Colin",23y 147d,71 (25-1-45 35.92%),47 (0.66),←,
37,"Warnock, Matthew",25y 1d,23 (4-0-19 17.39%),1 (0.04),←,
Totals,Totals,23y 93d,1384 (537-11-836 38.80%),882 (0.64),,
C,"Bailey, Dean",42y 76d,24 (3-0-21 12.50%),,←,
