Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",18,14,8,26,2,1.0,,1.0,,6.0,,3.0,1.0,,,7.0,20.0,,3.0,1.0,,,88.0
15,"Anderson, Noah",22,9,4,26,2,,,7.0,4.0,5.0,6.0,3.0,,,3.0,12.0,13.0,,1.0,,2.0,,86.0
2 ↑,"Atkins, Rory",6,1,1,7,,,,1.0,1.0,1.0,,1.0,,,,,6.0,,,2.0,1.0,,39.0
10,"Ballard, Charlie",15,11,3,18,,,,,4.0,,1.0,4.0,1.0,1.0,,5.0,11.0,2.0,,7.0,,,89.0
3,"Bowes, Jack",19,8,5,24,,,,4.0,5.0,5.0,3.0,6.0,2.0,2.0,,6.0,15.0,,,2.0,1.0,,78.0
30,"Casboult, Levi",5,2,5,10,,,,1.0,,,,3.0,1.0,2.0,,5.0,4.0,1.0,1.0,2.0,,,93.0
1,"Chol, Mabior",7,4,2,9,3,2.0,,1.0,,,,,1.0,,,10.0,1.0,3.0,4.0,2.0,,,85.0
25,"Collins, Sam",8,7,7,15,,,,2.0,6.0,1.0,,2.0,2.0,,,7.0,10.0,2.0,,9.0,1.0,,100.0
12,"Day, Sam",5,2,2,7,1,,2.0,,,2.0,1.0,3.0,1.0,1.0,,4.0,2.0,2.0,1.0,2.0,,1.0,67.0
4,"Ellis, Brandon",20,8,6,26,,,,2.0,6.0,3.0,,2.0,1.0,,,7.0,13.0,,,2.0,,,95.0
8,"Fiorini, Brayden",13,3,4,17,1,,,4.0,2.0,3.0,1.0,5.0,1.0,2.0,,7.0,10.0,,,2.0,,1.0,78.0
26,"Flanders, Sam",1,,3,4,,,,1.0,,3.0,,,,,,2.0,4.0,,,1.0,,,71.0
46,"Graham, Caleb",10,3,4,14,,,,,7.0,1.0,,5.0,1.0,1.0,,7.0,6.0,1.0,,11.0,,,90.0
7,"Holman, Nick",6,3,9,15,1,1.0,,1.0,,2.0,1.0,2.0,,1.0,,6.0,9.0,1.0,1.0,,,,87.0
23,"Lemmens, Sean",5,,1,6,,,,2.0,4.0,,1.0,7.0,1.0,1.0,,6.0,,,,,,,56.0
13,"Lukosius, Jack",11,1,1,12,,,,2.0,4.0,3.0,,2.0,1.0,,,3.0,5.0,,,2.0,,1.0,65.0
11,"Miller, Touk",18,4,9,27,1,,,4.0,2.0,7.0,13.0,2.0,,,1.0,16.0,12.0,,,2.0,,1.0,89.0
47,"Oea, Hewago",4,,2,6,1,,,3.0,,1.0,,2.0,1.0,1.0,,2.0,4.0,,,,,1.0,63.0
41 ↓,"Rosas, Malcolm",2,,2,4,,,,1.0,,,,5.0,,1.0,,1.0,3.0,,,,,,38.0
18,"Rowell, Matt",8,2,10,18,1,,,11.0,2.0,3.0,5.0,6.0,1.0,2.0,,11.0,6.0,,,1.0,,,88.0
20,"Sharp, Jeremy",11,4,3,14,,1.0,,,1.0,2.0,,2.0,1.0,,,1.0,12.0,,1.0,,,,86.0
24,"Swallow, David",14,7,9,23,1,,,2.0,2.0,7.0,3.0,2.0,1.0,,,10.0,14.0,,1.0,,,2.0,81.0
28,"Witts, Jarrod",9,5,8,17,,,39.0,2.0,,2.0,4.0,6.0,2.0,1.0,,11.0,7.0,1.0,,4.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,237,98,108,345,14,10.0,41.0,52.0,50.0,57.0,39.0,73.0,20.0,16.0,4.0,146.0,187.0,13.0,13.0,52.0,5.0,7.0,
Opposition,Opposition,205,82,129,334,13,14.0,30.0,49.0,43.0,63.0,35.0,61.0,16.0,20.0,2.0,135.0,194.0,9.0,13.0,51.0,11.0,6.0,
