Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",20y 41d,30 (15-1-14 51.67%),2 (0.07),←,
5,"Bruhn, Tanner",19y 66d,8 (2-0-6 25.00%),3 (0.38),←,
13,"Cumming, Isaac",22y 355d,29 (13-1-15 46.55%),1 (0.03),←,
16,"Daniels, Brent",22y 145d,61 (34-0-27 55.74%),22 (0.36),←,
1,"Davis, Phil",30y 336d,186 (91-3-92 49.73%),7 (0.04),168 (80-3-85 48.51%),6 (0.04)
4,"Greene, Toby",27y 310d,173 (78-2-93 45.66%),220 (1.27),←,
12,"Green, Tom",20y 190d,23 (11-1-11 50.00%),8 (0.35),←,
19,"Haynes, Nick",29y 75d,161 (77-4-80 49.07%),9 (0.06),←,
27,"Himmelberg, Harry",25y 85d,100 (58-2-40 59.00%),117 (1.17),←,
23,"Hogan, Jesse",26y 170d,96 (43-0-53 44.79%),184 (1.92),6 (2-0-4 33.33%),14 (2.33)
2,"Hopper, Jacob",24y 176d,103 (59-2-42 58.25%),38 (0.37),←,
39,"Idun, Connor",21y 3d,21 (9-1-11 45.24%),,←,
22,"Kelly, Josh",26y 170d,151 (82-3-66 55.30%),97 (0.64),←,
38,"Lloyd, Daniel",29y 164d,63 (33-4-26 55.56%),53 (0.84),←,
41,"Mumford, Shane",35y 27d,213 (137-5-71 65.49%),55 (0.26),113 (68-3-42 61.50%),16 (0.14)
33,"OHalloran, Xavier",21y 21d,16 (7-1-8 46.88%),4 (0.25),←,
45,"Peatling, James",20y 345d,1 (0-0-1 0.00%),,←,
36,"Perryman, Harry",22y 225d,65 (32-1-32 50.00%),17 (0.26),←,
50,"Reid, Sam",31y 267d,107 (57-4-46 55.14%),33 (0.31),97 (51-4-42 54.64%),32 (0.33)
14,"Taranto, Tim",23y 185d,93 (52-2-39 56.99%),34 (0.37),←,
15,"Taylor, Sam",22y 88d,48 (29-0-19 60.42%),1 (0.02),←,
8,"Ward, Callan",31y 113d,243 (108-4-131 45.27%),121 (0.50),183 (76-4-103 42.62%),88 (0.48)
6,"Whitfield, Lachie",27y 14d,162 (79-4-79 50.00%),64 (0.40),←,
Totals,Totals,25y 108d,2153 (1106-45-1002 51.37%),1090 (0.51),,
C,"Cameron, Leon",48y 333d,179 (95-4-80 54.19%),,←,
