Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Brayshaw, Angus",7,1,2,9,1,1.0,,1.0,,1.0,2.0,2.0,,1.0,,4.0,3.0,,1.0,,,,58.0
32,"Bugg, Tomas",9,4,7,16,,,,4.0,3.0,,1.0,2.0,2.0,2.0,,4.0,11.0,,,1.0,,,79.0
20,"Garland, Colin",4,1,3,7,,,,3.0,1.0,,,,1.0,,,2.0,5.0,,,2.0,,,92.0
36,"Garlett, Jeff",6,2,,6,2,1.0,,3.0,,2.0,1.0,1.0,,,,4.0,2.0,,2.0,,3.0,,82.0
11,"Gawn, Max",3,3,7,10,,,31.0,,,,1.0,3.0,1.0,1.0,,4.0,7.0,1.0,1.0,2.0,,,78.0
43,"Harmes, James",8,1,7,15,1,,,3.0,1.0,3.0,2.0,,2.0,,,8.0,7.0,,,,,1.0,75.0
1,"Hogan, Jesse",5,4,3,8,1,1.0,,1.0,1.0,,,2.0,,1.0,,3.0,5.0,2.0,3.0,1.0,,1.0,91.0
39,"Jetta, Neville",5,2,7,12,,,,3.0,2.0,,,3.0,1.0,1.0,,1.0,10.0,,,2.0,,,87.0
45,"Jones, Matt",13,5,6,19,,,,3.0,2.0,2.0,3.0,3.0,2.0,1.0,,10.0,10.0,1.0,,,1.0,,84.0
2,"Jones, Nathan",17,6,12,29,,,,3.0,2.0,7.0,8.0,5.0,1.0,3.0,,11.0,18.0,,,,,1.0,87.0
35,"Kennedy, Ben",13,1,8,21,3,,,3.0,1.0,3.0,3.0,3.0,2.0,,,11.0,10.0,,,,,,72.0
16,"Kent, Dean",2,1,3,5,,,,1.0,1.0,2.0,,3.0,,3.0,,,4.0,,,,1.0,,82.0
8,"Lumumba, Heritier",8,2,10,18,,,1.0,,4.0,2.0,,3.0,1.0,2.0,,4.0,14.0,,,2.0,,,96.0
25,"McDonald, Tom",8,6,4,12,,,,1.0,4.0,1.0,,3.0,1.0,2.0,,4.0,7.0,1.0,,8.0,2.0,,98.0
13,"Oliver, Clayton",4,2,10,14,1,,,2.0,,2.0,,1.0,,1.0,,6.0,8.0,,,1.0,,,67.0
21,"Pedersen, Cameron",7,5,3,10,,,7.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,,8.0,3.0,2.0,,1.0,,,80.0
3,"Salem, Christian",7,3,6,13,,,,3.0,3.0,1.0,2.0,2.0,1.0,2.0,,4.0,6.0,,,,,,87.0
12,"Tyson, Dom",12,5,11,23,,3.0,,4.0,4.0,4.0,2.0,2.0,1.0,,,7.0,16.0,,1.0,2.0,,2.0,74.0
37,"Vandenberg, Aaron",5,2,10,15,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,10.0,5.0,1.0,,1.0,,,85.0
23,"Vince, Bernie",20,7,8,28,,,2.0,4.0,7.0,3.0,2.0,5.0,1.0,2.0,,10.0,14.0,2.0,,1.0,,,86.0
7,"Viney, Jack",7,1,10,17,,,,5.0,,1.0,2.0,2.0,,,,9.0,8.0,,,,,,79.0
4,"Watts, Jack",4,4,5,9,1,,,,,2.0,,2.0,,1.0,,3.0,6.0,1.0,1.0,1.0,,1.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,68,142,316,10,7.0,41.0,50.0,39.0,41.0,32.0,52.0,22.0,27.0,,127.0,179.0,11.0,9.0,25.0,7.0,6.0,
Opposition,Opposition,243,139,201,444,11,14.0,21.0,66.0,27.0,56.0,27.0,53.0,27.0,22.0,6.0,131.0,313.0,15.0,14.0,32.0,4.0,8.0,
