Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Berry, Sam",9,1,1,10,,,,13.0,,4.0,4.0,1.0,2.0,,,6.0,3.0,,,1.0,,,64.0
41,"Butts, Jordon",4,4,6,10,,,,,2.0,,,,,,,2.0,8.0,,,7.0,,,100.0
12,"Dawson, Jordan",23,7,6,29,,,,4.0,8.0,3.0,,3.0,2.0,,2.0,5.0,20.0,1.0,,3.0,,,91.0
39,"Doedee, Tom",4,1,10,14,,,,1.0,2.0,,1.0,1.0,,,,6.0,8.0,,,4.0,,,90.0
32,"Fogarty, Darcy",14,8,6,20,4,1.0,,,,6.0,,4.0,2.0,,1.0,10.0,9.0,3.0,4.0,,,2.0,83.0
17 ↓,"Hamill, Will",3,2,3,6,,,,2.0,,,,,,,,2.0,4.0,1.0,,2.0,,,50.0
6,"Hately, Jackson",11,4,10,21,,1.0,,2.0,4.0,2.0,3.0,1.0,,,,7.0,15.0,,1.0,1.0,,,89.0
20,"Hinge, Mitch",9,4,4,13,,,,6.0,2.0,4.0,1.0,5.0,,3.0,,1.0,12.0,,,3.0,,2.0,81.0
1 ↑,"Jones, Chayce",4,1,3,7,,,,,1.0,1.0,,1.0,,,,2.0,5.0,,,1.0,,,31.0
2,"Keays, Ben",17,3,13,30,1,,,5.0,3.0,5.0,7.0,8.0,1.0,1.0,,14.0,17.0,,,,1.0,,84.0
29,"Laird, Rory",13,1,21,34,,,,11.0,1.0,4.0,11.0,3.0,1.0,,,22.0,11.0,,,,,,78.0
23,"McAdam, Shane",6,1,2,8,1,1.0,,3.0,,2.0,,5.0,2.0,4.0,,3.0,5.0,,,,,,73.0
25,"McHenry, Ned",4,1,5,9,,1.0,,4.0,,3.0,1.0,1.0,3.0,,,6.0,5.0,,,2.0,,,76.0
30,"Milera, Wayne",6,3,5,11,,,,2.0,1.0,2.0,,1.0,,,,5.0,6.0,1.0,1.0,1.0,1.0,2.0,74.0
28,"Murray, Nick",4,3,5,9,,,3.0,,3.0,2.0,2.0,1.0,,,,7.0,2.0,2.0,,4.0,,,88.0
43,"OBrien, Reilly",7,4,5,12,1,,36.0,5.0,,4.0,4.0,4.0,2.0,1.0,,10.0,3.0,3.0,1.0,2.0,,1.0,88.0
37,"Parnell, Patrick",3,1,4,7,,,,1.0,,,,1.0,,,,1.0,7.0,,,1.0,,,82.0
8,"Rachele, Josh",5,2,1,6,,1.0,,4.0,,1.0,,3.0,,2.0,,2.0,4.0,,1.0,,,1.0,78.0
31,"Rowe, James",9,3,5,14,2,1.0,,5.0,,2.0,1.0,1.0,1.0,1.0,,4.0,10.0,,1.0,,,1.0,81.0
26,"Schoenberg, Harry",8,,5,13,,,,9.0,1.0,4.0,5.0,4.0,1.0,,,8.0,7.0,,,2.0,,1.0,75.0
33,"Smith, Brodie",14,2,7,21,1,,,1.0,6.0,4.0,1.0,3.0,,1.0,,5.0,13.0,,,2.0,,,82.0
14,"Soligo, Jake",6,2,6,12,1,,,4.0,,2.0,1.0,4.0,,1.0,,6.0,7.0,,1.0,3.0,,,83.0
13,"Walker, Taylor",10,7,2,12,6,2.0,2.0,3.0,,4.0,1.0,3.0,2.0,2.0,3.0,6.0,6.0,3.0,3.0,1.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,65,135,328,17,13.0,41.0,85.0,34.0,59.0,43.0,58.0,19.0,16.0,6.0,140.0,187.0,14.0,13.0,40.0,2.0,10.0,
Opposition,Opposition,199,80,119,318,8,10.0,54.0,58.0,42.0,43.0,38.0,64.0,16.0,19.0,,143.0,169.0,16.0,13.0,55.0,1.0,3.0,
