Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",6,3,5,11,,,,2.0,4.0,,,2.0,,2.0,,7.0,3.0,2.0,,2.0,,,
12,"Blakey, John",12,8,11,23,,1.0,,1.0,4.0,3.0,4.0,2.0,1.0,,,6.0,17.0,1.0,,1.0,4.0,,
22,"Burton, Matthew",4,3,10,14,,,36.0,1.0,1.0,4.0,4.0,1.0,,,,10.0,4.0,1.0,,2.0,,,
18,"Carey, Wayne",8,5,3,11,3,1.0,,1.0,,1.0,,,,,,2.0,9.0,1.0,2.0,1.0,,,
23,"Clayton, Shane",8,2,9,17,,,1.0,,1.0,3.0,4.0,1.0,,,,7.0,11.0,1.0,,1.0,3.0,,
45,"Cochrane, Stuart",2,2,4,6,,,,2.0,,2.0,1.0,,,,,2.0,3.0,,,1.0,,,
6,"Grant, Shannon",16,4,8,24,,1.0,,4.0,2.0,6.0,6.0,1.0,,,,8.0,17.0,1.0,1.0,,,,
39,"Harding, Leigh",4,3,1,5,1,,,1.0,,,1.0,,,,,3.0,2.0,1.0,1.0,1.0,,,
14,"Harris, Daniel",,,,,,,,,,,,,,,,,,,,,,,
29,"Harvey, Brent",17,2,10,27,2,,,,3.0,1.0,6.0,2.0,1.0,1.0,2.0,12.0,12.0,1.0,,2.0,7.0,,
35,"Makepeace, Troy",7,3,5,12,,,,1.0,2.0,2.0,2.0,,,,,3.0,10.0,,,1.0,1.0,,
5,"McCartney, Jason",7,3,2,9,,,1.0,2.0,2.0,2.0,,,,3.0,,3.0,6.0,1.0,,4.0,,,
31,"McKernan, Corey",9,6,1,10,4,1.0,3.0,,,3.0,,,2.0,1.0,,4.0,6.0,2.0,3.0,,1.0,,
32,"Morrell, Digby",1,,,1,,,,1.0,,1.0,,,,,,1.0,,,,,,,
44,"Motlop, Shannon",9,,5,14,,,,,,3.0,2.0,,2.0,,,10.0,4.0,,,1.0,3.0,,
28,"Pickett, Byron",15,5,4,19,2,,,4.0,1.0,5.0,3.0,1.0,,2.0,1.0,7.0,10.0,,,3.0,6.0,,
3,"Rawlings, Brady",6,1,4,10,,,,1.0,,2.0,,3.0,1.0,,,3.0,9.0,,,1.0,4.0,,
26,"Rocca, Saverio",11,7,7,18,6,,5.0,1.0,,4.0,,2.0,1.0,,,13.0,5.0,3.0,2.0,1.0,,,
7,"Simpson, Adam",16,2,11,27,,,1.0,1.0,2.0,5.0,8.0,,,1.0,,11.0,17.0,2.0,,4.0,,,
9,"Sinclair, Jess",5,2,2,7,,,,3.0,,2.0,1.0,,,,,2.0,5.0,,,,,,
40,"Teague, David",5,4,2,7,,,,1.0,3.0,,,,,1.0,,3.0,4.0,2.0,,4.0,,,
36,"Watt, Shannon",3,2,1,4,,,,1.0,1.0,1.0,,,2.0,3.0,,2.0,2.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,67,105,276,18,7.0,47.0,28.0,26.0,50.0,42.0,15.0,10.0,14.0,3.0,119.0,156.0,19.0,9.0,30.0,29.0,,
Opposition,Opposition,177,72,103,280,21,10.0,33.0,38.0,27.0,50.0,34.0,9.0,14.0,10.0,3.0,125.0,155.0,10.0,14.0,27.0,13.0,,
