Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",21y 106d,26 (8-1-17 32.69%),15 (0.58),←,
18,"Cameron, Leon",17y 218d,1 (1-0-0 100.00%),,←,
17,"Charles, Justin",19y 192d,3 (1-0-2 33.33%),,←,
12,"Eppelstun, Greg",23y 143d,61 (29-1-31 48.36%),1 (0.02),←,
32,"Foster, Peter",29y 310d,108 (57-2-49 53.70%),50 (0.46),101 (54-2-45 54.46%),48 (0.48)
9,"Georgiades, John",24y 95d,10 (3-0-7 30.00%),20 (2.00),←,
29,"Grant, Chris",17y 116d,2 (1-0-1 50.00%),6 (3.00),←,
7,"Hawkins, Doug",29y 338d,224 (87-3-134 39.51%),98 (0.44),←,
43,"Hogg, Matthew",21y 108d,37 (13-1-23 36.49%),2 (0.05),←,
8,"Kennedy, Rick",29y 118d,141 (59-2-80 42.55%),31 (0.22),←,
21,"Kolyniuk, Steven",19y 277d,13 (5-1-7 42.31%),10 (0.77),←,
39,"Liberatore, Tony",24y 56d,20 (12-0-8 60.00%),12 (0.60),←,
11,"McGuinness, Tony",25y 337d,89 (39-2-48 44.94%),92 (1.03),←,
14,"Reynolds, Keenan",21y 91d,1 (1-0-0 100.00%),,←,
47,"Standfield, Barry",20y 54d,2 (1-0-1 50.00%),,←,
16,"Wallace, Terry",31y 116d,230 (136-2-92 59.57%),114 (0.50),45 (18-1-26 41.11%),11 (0.24)
24,"Wallis, Stephen",25y 163d,150 (75-2-73 50.67%),39 (0.26),←,
6,"Wigney, Stuart",20y 354d,24 (9-1-14 39.58%),3 (0.13),←,
28,"Williams, Mark",26y 21d,29 (17-1-11 60.34%),21 (0.72),10 (3-1-6 35.00%),11 (1.10)
15,"Wynd, Scott",20y 73d,22 (8-0-14 36.36%),5 (0.23),←,
Totals,Totals,23y 164d,1193 (562-19-612 47.11%),519 (0.44),,
C,"Wheeler, Terry",35y 26d,2 (1-0-1 50.00%),,←,
