Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
6,"Caldwell, Jye",23y 197d,60 (23-0-37 38.33%),20 (0.33),49 (20-0-29 40.82%),19 (0.39)
13,"Cox, Nik",22y 88d,38 (15-0-23 39.47%),11 (0.29),←,
33,"Davey, Alwyn",20y 46d,12 (6-0-6 50.00%),5 (0.42),←,
2,"Draper, Sam",25y 197d,61 (23-0-38 37.70%),26 (0.43),←,
22,"Durham, Sam",22y 278d,53 (24-0-29 45.28%),13 (0.25),←,
28,"Duursma, Xavier",23y 280d,78 (50-0-28 64.10%),36 (0.46),5 (3-0-2 60.00%),3 (0.60)
17,"Goldstein, Todd",35y 286d,320 (133-2-185 41.88%),159 (0.50),5 (3-0-2 60.00%),2 (0.40)
11,"Gresham, Jade",26y 232d,141 (67-1-73 47.87%),144 (1.02),5 (3-0-2 60.00%),8 (1.60)
21,"Heppell, Dyson",31y 334d,240 (113-2-125 47.50%),67 (0.28),←,
19,"Hind, Nick",29y 237d,84 (36-0-48 42.86%),26 (0.31),63 (27-0-36 42.86%),9 (0.14)
8,"Hobbs, Ben",20y 209d,39 (15-0-24 38.46%),14 (0.36),←,
23,"Jones, Harry",23y 47d,35 (19-0-16 54.29%),40 (1.14),←,
29,"Kelly, Jake",29y 82d,152 (66-1-85 43.75%),3 (0.02),42 (16-0-26 38.10%),2 (0.05)
4,"Langford, Kyle",27y 133d,135 (57-1-77 42.59%),139 (1.03),←,
15,"Laverde, Jayden",28y,114 (50-0-64 43.86%),38 (0.33),←,
37,"Martin, Nic",23y 9d,49 (21-0-28 42.86%),37 (0.76),←,
1,"McGrath, Andrew",25y 315d,139 (66-1-72 47.84%),20 (0.14),←,
32,"McKay, Ben",26y 110d,76 (11-1-64 15.13%),1 (0.01),5 (3-0-2 60.00%),
47,"Menzie, Jye",21y 167d,28 (15-0-13 53.57%),25 (0.89),←,
7,"Merrett, Zach",28y 192d,211 (91-2-118 43.60%),66 (0.31),←,
3,"Parish, Darcy",26y 262d,153 (61-1-91 40.20%),53 (0.35),←,
27,"Redman, Mason",26y 230d,107 (49-1-57 46.26%),18 (0.17),←,
25,"Stringer, Jake",29y 353d,194 (96-0-98 49.48%),338 (1.74),105 (48-0-57 45.71%),178 (1.70)
Totals,Totals,26y 12d,2519 (1107-13-1399 43.95%),1299 (0.52),,
C,"Scott, Brad",47y 345d,239 (120-0-119 50.21%),,28 (14-0-14 50.00%),
