Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",28y 303d,129 (80-1-48 62.40%),205 (1.59),←,
19,"Blakely, Connor",20y 73d,4 (0-0-4 0.00%),,←,
30,"Clarke, Zac",26y 47d,92 (50-1-41 54.89%),46 (0.50),←,
17,"Crozier, Hayden",22y 142d,39 (20-0-19 51.28%),30 (0.77),←,
12,"Griffin, Jonathon",30y 121d,83 (42-0-41 50.60%),30 (0.36),42 (21-0-21 50.00%),23 (0.55)
32,"Hill, Stephen",26y 13d,159 (89-0-70 55.97%),102 (0.64),←,
15,"Hughes, Ethan",21y 159d,3 (0-0-3 0.00%),,←,
5,"Ibbotson, Garrick",28y 60d,157 (81-1-75 51.91%),22 (0.14),←,
26,"Langdon, Ed",20y 103d,6 (1-0-5 16.67%),2 (0.33),←,
23,"Mayne, Chris",27y 194d,158 (91-1-66 57.91%),186 (1.18),←,
16,"Mundy, David",30y 299d,238 (132-1-105 55.67%),93 (0.39),←,
13,"Mzungu, Tendai",30y 76d,100 (59-1-40 59.50%),54 (0.54),←,
27,"Neale, Lachie",22y 356d,78 (45-0-33 57.69%),38 (0.49),←,
25,"Pearce, Alex",20y 340d,20 (9-0-11 45.00%),3 (0.15),←,
46,"Pearce, Clancee",25y 204d,99 (57-1-41 58.08%),36 (0.36),←,
6,"Pearce, Danyle",30y 37d,234 (111-2-121 47.86%),120 (0.51),80 (52-1-27 65.63%),44 (0.55)
34,"Spurr, Lee",28y 292d,90 (62-1-27 69.44%),5 (0.06),←,
8,"Suban, Nick",26y 5d,135 (75-1-59 55.93%),54 (0.40),←,
33,"Sutcliffe, Cam",23y 357d,76 (50-1-25 66.45%),15 (0.20),←,
20,"Taberner, Matthew",22y 332d,34 (19-0-15 55.88%),27 (0.79),←,
10,"Walters, Michael",25y 128d,80 (49-1-30 61.88%),157 (1.96),←,
14,"Weller, Lachie",20y 81d,11 (2-0-9 18.18%),2 (0.18),←,
Totals,Totals,25y 153d,2025 (1124-13-888 55.51%),1227 (0.61),,
C,"Lyon, Ross",49y 188d,226 (143-5-78 64.38%),,105 (67-1-37 64.29%),
