Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",25y 205d,39 (25-0-14 64.10%),9 (0.23),←,
24,"Bews, Jed",27y 118d,107 (62-2-43 58.88%),12 (0.11),←,
46,"Blicavs, Mark",30y 14d,183 (120-2-61 66.12%),41 (0.22),←,
6,"Clark, Jordan",20y 177d,25 (16-0-9 64.00%),15 (0.60),←,
45,"Close, Brad",22y 255d,9 (6-0-3 66.67%),2 (0.22),←,
40,"Dahlhaus, Luke",28y 233d,198 (99-0-99 50.00%),132 (0.67),44 (29-0-15 65.91%),22 (0.50)
22,"Duncan, Mitch",29y 305d,225 (160-1-64 71.33%),159 (0.71),←,
29,"Guthrie, Cameron",28y 235d,186 (121-2-63 65.59%),60 (0.32),←,
39,"Guthrie, Zach",22y 285d,23 (12-1-10 54.35%),2 (0.09),←,
26,"Hawkins, Tom",32y 264d,281 (199-2-80 71.17%),612 (2.18),←,
25,"Henderson, Lachie",31y 118d,189 (97-2-90 51.85%),114 (0.60),72 (47-1-24 65.97%),10 (0.14)
38,"Henry, Jack",22y 225d,69 (44-0-25 63.77%),13 (0.19),←,
9,"Holmes, Max",18y 225d,2 (1-0-1 50.00%),,←,
8,"Kolodjashnij, Jake",25y 245d,114 (73-2-39 64.91%),,←,
27,"Menegola, Sam",29y 35d,88 (55-1-32 63.07%),65 (0.74),←,
32,"Miers, Gryan",22y 12d,50 (33-0-17 66.00%),51 (1.02),←,
19,"Narkle, Quinton",23y 129d,18 (9-0-9 50.00%),10 (0.56),←,
42,"OConnor, Mark",24y 84d,55 (35-0-20 63.64%),3 (0.05),←,
14,"Selwood, Joel",32y 320d,314 (228-1-85 72.77%),164 (0.52),←,
7,"Smith, Isaac",32y 102d,214 (146-1-67 68.46%),170 (0.79),4 (2-0-2 50.00%),5 (1.25)
1,"Stanley, Rhys",30y 131d,148 (80-1-67 54.39%),96 (0.65),90 (59-1-30 66.11%),56 (0.62)
44,"Stewart, Tom",28y 27d,90 (58-0-32 64.44%),3 (0.03),←,
2,"Tuohy, Zach",31y 122d,208 (102-2-104 49.52%),70 (0.34),88 (54-1-33 61.93%),30 (0.34)
Totals,Totals,26y 359d,2835 (1781-20-1034 62.82%),1803 (0.64),,
C,"Scott, Chris",44y 343d,240 (164-2-74 68.75%),,←,
