Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bedford, Toby",23y 357d,47 (31-0-16 65.96%),27 (0.57),29 (19-0-10 65.52%),18 (0.62)
32,"Briggs, Kieren",24y 225d,36 (22-0-14 61.11%),7 (0.19),←,
44,"Buckley, Jack",26y 153d,53 (28-1-24 53.77%),1 (0.02),←,
5,"Cadman, Aaron",20y 76d,22 (13-0-9 59.09%),19 (0.86),←,
17,"Callaghan, Finn",21y 22d,35 (18-0-17 51.43%),6 (0.17),←,
3,"Coniglio, Stephen",30y 155d,209 (97-1-111 46.65%),119 (0.57),←,
16,"Daniels, Brent",25y 70d,92 (51-0-41 55.43%),58 (0.63),←,
4,"Greene, Toby",30y 236d,224 (106-2-116 47.77%),345 (1.54),←,
12,"Green, Tom",23y 116d,77 (36-1-40 47.40%),31 (0.40),←,
19,"Haynes, Nick",32y,207 (98-4-105 48.31%),13 (0.06),←,
27,"Himmelberg, Harry",28y 10d,162 (88-2-72 54.94%),161 (0.99),←,
23,"Hogan, Jesse",29y 96d,150 (70-0-80 46.67%),303 (2.02),60 (29-0-31 48.33%),133 (2.22)
39,"Idun, Connor",23y 294d,78 (39-1-38 50.64%),,←,
2,"Jones, Darcy",20y 45d,4 (1-0-3 25.00%),4 (1.00),←,
33,"OHalloran, Xavier",23y 312d,56 (28-1-27 50.89%),19 (0.34),←,
36,"Perryman, Harry",25y 151d,117 (60-1-56 51.71%),27 (0.23),←,
26,"Riccardi, Jake",24y 193d,60 (30-0-30 50.00%),75 (1.25),←,
18,"Stone, Conor",22y 26d,11 (3-0-8 27.27%),4 (0.36),←,
15,"Taylor, Sam",25y 13d,101 (55-0-46 54.46%),1 (0.01),←,
28,"Thomas, Harvey",18y 284d,10 (6-0-4 60.00%),4 (0.40),←,
8,"Ward, Callan",34y 38d,301 (134-4-163 45.18%),144 (0.48),241 (102-4-135 43.15%),111 (0.46)
10,"Wehr, Jacob",25y 318d,23 (11-0-12 47.83%),4 (0.17),←,
6,"Whitfield, Lachie",29y 305d,219 (108-4-107 50.23%),71 (0.32),←,
Totals,Totals,25y 215d,2294 (1133-22-1139 49.39%),1443 (0.63),,
C,"Kingsley, Adam",48y 272d,36 (21-0-15 58.33%),,←,
