Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Biddiscombe, Craig",,,,,,,,1.0,,,,,,,,,,,,,,,
16,"Brownless, Bill",7,5,5,12,2,2.0,,,,,,,,,,,,,,,,,
8,"Burns, Ronnie",5,2,4,9,2,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
2,"Colbert, Leigh",14,9,2,16,,1.0,2.0,3.0,,,,,2.0,1.0,,,,,,,,,
33,"Corrigan, Paul",5,2,5,10,,1.0,,2.0,,,,,,,,,,,,,,,
36,"Graham, Ben",11,8,5,16,,,,1.0,,,,,1.0,,,,,,,,,,
22,"Hargreaves, Tim",7,4,10,17,5,1.0,,3.0,,,,,,,1.0,,,,,,,,
32,"Hocking, Garry",11,6,5,16,2,,,2.0,,,,,1.0,1.0,,,,,,,,,
3,"Houlihan, Adam",9,4,1,10,1,1.0,,1.0,,,,,,2.0,,,,,,,,,
13,"Kilpatrick, Glenn",9,3,11,20,1,,,2.0,,,,,1.0,,,,,,,,,,
1,"King, Steven",10,6,3,13,1,,3.0,2.0,,,,,2.0,1.0,,,,,,,,,
21,"Mansfield, Michael",8,7,6,14,1,1.0,,,,,,,,1.0,,,,,,,,,
17,"McGrath, Tim",19,4,8,27,1,1.0,,3.0,,,,,2.0,2.0,2.0,,,,,,,,
28,"McKinnon, Martin",7,7,6,13,1,1.0,,1.0,,,,,,1.0,,,,,,,,,
23,"Pickering, Liam",13,4,6,19,,,,3.0,,,,,1.0,2.0,,,,,,,,,
15,"Riccardi, Peter",11,4,4,15,1,,,2.0,,,,,2.0,,,,,,,,,,
27,"Sanderson, Brenton",10,5,2,12,,,,,,,,,1.0,,,,,,,,,,
12,"Sholl, Brad",23,6,12,35,,,,1.0,,,,,2.0,,3.0,,,,,,,,
20,"Steinfort, Carl",1,1,2,3,1,,,1.0,,,,,,,,,,,,,,,
26,"Stoneham, Barry",10,4,8,18,,,3.0,2.0,,,,,5.0,,,,,,,,,,
10,"Tanner, Grant",10,3,4,14,,,,,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,94,109,309,19,14.0,8.0,32.0,,,,,22.0,14.0,6.0,,,,,,,,
Opposition,Opposition,153,50,96,249,7,7.0,24.0,24.0,,,,,14.0,22.0,,,,,,,,,
