Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",25y 54d,141 (68-2-71 48.94%),117 (0.83),←,
13,"Brunton, Neil",23y 126d,10 (4-1-5 45.00%),1 (0.10),←,
7,"Carroll, Dennis",31y 183d,210 (97-2-111 46.67%),115 (0.55),←,
40,"Dunkley, Andrew",23y 314d,5 (2-1-2 50.00%),,←,
48,"Gray, Troy",19y 72d,3 (1-1-1 50.00%),4 (1.33),←,
47,"Higgins, Leon",23y 316d,81 (31-2-48 39.51%),62 (0.77),←,
31,"Holmes, Darren",21y 248d,14 (5-2-7 42.86%),1 (0.07),←,
11,"Kappler, Darren",27y 106d,92 (33-0-59 35.87%),55 (0.60),5 (3-0-2 60.00%),4 (0.80)
14,"Kelly, Paul",22y 285d,37 (11-2-24 32.43%),18 (0.49),←,
1,"Lawson, Jamie",20y 216d,23 (9-2-12 43.48%),15 (0.65),←,
3,"Lewis, Dale",23y 4d,31 (10-2-19 35.48%),36 (1.16),←,
16,"McGovern, Andrew",24y 31d,7 (3-1-3 50.00%),5 (0.71),←,
10,"Mitchell, Barry",26y 153d,155 (70-2-83 45.81%),205 (1.32),←,
18,"Nettelbeck, Craig",19y 348d,27 (9-2-16 37.04%),15 (0.56),←,
22,"Rose, Gavin",22y 222d,2 (1-1-0 75.00%),,←,
15,"Strooper, David",24y 73d,50 (17-1-32 35.00%),46 (0.92),7 (3-1-3 50.00%),18 (2.57)
28,"Thorpe, Alan",23y 203d,2 (1-1-0 75.00%),4 (2.00),←,
2,"Tunbridge, Brad",28y 103d,31 (10-2-19 35.48%),10 (0.32),←,
20,"West, Jim",26y 26d,37 (9-1-27 25.68%),54 (1.46),←,
27,"Wheeler, Sanford",22y 32d,18 (3-1-14 19.44%),5 (0.28),←,
Totals,Totals,23y 357d,976 (394-29-553 40.37%),768 (0.79),,
C,"Buckenara, Gary",33y 310d,7 (3-1-3 50.00%),,←,
