Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
16,"Brown, Luke",27y 345d,164 (86-1-77 52.74%),13 (0.08),←,
2,"Crouch, Brad",26y 231d,92 (46-0-46 50.00%),33 (0.36),←,
5,"Crouch, Matt",25y 133d,122 (67-1-54 55.33%),27 (0.22),←,
32,"Fogarty, Darcy",20y 342d,21 (6-0-15 28.57%),24 (1.14),←,
15,"Hartigan, Kyle",28y 299d,110 (63-0-47 57.27%),1 (0.01),←,
34,"Himmelberg, Elliott",22y 89d,16 (6-0-10 37.50%),14 (0.88),←,
1,"Jones, Chayce",20y 231d,20 (2-0-18 10.00%),8 (0.40),←,
28,"Keays, Ben",23y 191d,43 (7-0-36 16.28%),14 (0.33),13 (1-0-12 7.69%),3 (0.23)
8,"Kelly, Jake",25y 224d,87 (42-1-44 48.85%),1 (0.01),←,
29,"Laird, Rory",26y 247d,157 (85-1-71 54.46%),15 (0.10),←,
14,"Mackay, David",32y 38d,228 (130-1-97 57.24%),62 (0.27),←,
23,"McAdam, Shane",25y 96d,10 (1-0-9 10.00%),8 (0.80),←,
4,"Murphy, Lachlan",21y 272d,43 (17-0-26 39.53%),38 (0.88),←,
43,"OBrien, Reilly",25y 12d,34 (12-0-22 35.29%),3 (0.09),←,
10,"Poholke, Myles",22y 53d,16 (6-0-10 37.50%),5 (0.31),←,
26,"Schoenberg, Harry",19y 193d,5 (1-0-4 20.00%),3 (0.60),←,
38,"Sholl, Lachlan",20y 178d,5 (1-0-4 20.00%),,←,
9,"Sloane, Rory",30y 168d,208 (115-1-92 55.53%),126 (0.61),←,
33,"Smith, Brodie",28y 231d,180 (100-1-79 55.83%),61 (0.34),←,
18,"Stengle, Tyson",21y 318d,13 (3-0-10 23.08%),14 (1.08),11 (2-0-9 18.18%),12 (1.09)
12,"Talia, Daniel",28y 335d,198 (109-1-88 55.30%),6 (0.03),←,
13,"Walker, Taylor",30y 129d,201 (107-1-93 53.48%),439 (2.18),←,
Totals,Totals,25y 82d,1973 (1012-9-952 51.29%),915 (0.46),,
C,"Nicks, Matthew",45y 111d,14 (1-0-13 7.14%),,←,
