Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",26y 182d,133 (56-1-76 42.48%),51 (0.38),102 (53-1-48 52.45%),39 (0.38)
17,"Brown, Callum",21y 328d,36 (20-0-16 55.56%),14 (0.39),←,
6,"Brown, Tyler",20y 102d,1 (1-0-0 100.00%),,←,
46,"Cox, Mason",29y 6d,59 (33-0-26 55.93%),73 (1.24),←,
25,"Crisp, Jack",26y 170d,135 (69-1-65 51.48%),47 (0.35),117 (62-1-54 53.42%),37 (0.32)
26,"Daicos, Josh",21y 115d,18 (11-0-7 61.11%),9 (0.50),←,
2,"de Goey, Jordan",24y 5d,89 (48-1-40 54.49%),119 (1.34),←,
5,"Elliott, Jamie",27y 212d,106 (63-1-42 59.91%),165 (1.56),←,
4,"Grundy, Brodie",25y 340d,133 (73-1-59 55.26%),44 (0.33),←,
32,"Hoskin-Elliott, Will",26y 200d,120 (52-1-67 43.75%),122 (1.02),68 (40-1-27 59.56%),80 (1.18)
38,"Howe, Jeremy",29y 265d,184 (68-1-115 37.23%),89 (0.48),84 (46-1-37 55.36%),9 (0.11)
44,"Madgen, Jack",26y 330d,9 (8-0-1 88.89%),,←,
37,"Maynard, Brayden",23y 182d,98 (50-1-47 51.53%),15 (0.15),←,
16,"Mayne, Chris",31y 139d,218 (124-1-93 57.11%),207 (0.95),46 (29-0-17 63.04%),11 (0.24)
41,"Mihocek, Brody",27y 45d,41 (28-0-13 68.29%),68 (1.66),←,
30,"Moore, Darcy",24y 55d,72 (32-1-39 45.14%),61 (0.85),←,
9,"Noble, John",22y 361d,6 (5-0-1 83.33%),,←,
10,"Pendlebury, Scott",32y 73d,302 (184-2-116 61.26%),178 (0.59),←,
21,"Phillips, Tom",23y 318d,75 (44-1-30 59.33%),39 (0.52),←,
23,"Roughead, Jordan",29y 138d,163 (80-0-83 49.08%),35 (0.21),25 (17-0-8 68.00%),1 (0.04)
22,"Sidebottom, Steele",29y 78d,235 (145-3-87 62.34%),161 (0.69),←,
24,"Thomas, Josh",28y 171d,90 (58-1-31 65.00%),85 (0.94),←,
Totals,Totals,26y 107d,2323 (1252-17-1054 53.90%),1582 (0.68),,
C,"Buckley, Nathan",47y 238d,187 (104-1-82 55.88%),,←,
