Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Beveridge, Luke",12,3.0,5.0,17,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
18,"Cameron, Leon",11,7.0,6.0,17,,,,,,,,,,1.0,,,,,,,,,
16,"Croft, Matthew",10,5.0,5.0,15,,,,,,,,,1.0,2.0,,,,,,,,,
3,"Grant, Chris",15,8.0,2.0,17,7.0,3.0,,,,,,,3.0,,2.0,,,,,,,,
1,"Grgic, Ilija",4,3.0,1.0,5,3.0,,,,,,,,,1.0,,,,,,,,,
29,"Griffin, Daryl",7,3.0,3.0,10,,,,,,,,,,,,,,,,,,,
10,"Hunter, Mark",14,3.0,5.0,19,,,,3.0,,,,,,1.0,,,,,,,,,
6,"Johnson, Brad",11,7.0,2.0,13,1.0,,,2.0,,,,,,2.0,,,,,,,,,
4,"Kellett, Nigel",10,4.0,3.0,13,3.0,,,1.0,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",7,1.0,12.0,19,,1.0,,4.0,,,,,2.0,2.0,,,,,,,,,
27,"Macpherson, Stephen",7,2.0,3.0,10,,,,1.0,,,,,,,,,,,,,,,
13,"Nichol, Andrew",1,,1.0,2,,,,,,,,,,,,,,,,,,,
9,"Nicholson, Brad",4,3.0,5.0,9,,,,1.0,,,,,2.0,,,,,,,,,,
44,"Osborne, Richard",17,4.0,5.0,22,4.0,2.0,,,,,,,,2.0,,,,,,,,,
22,"Quill, Peter",5,1.0,,5,1.0,,,,,,,,,,,,,,,,,,
11,"Romero, Jose",12,6.0,10.0,22,1.0,,,,,,,,3.0,,,,,,,,,,
5,"Smith, Rohan",11,7.0,10.0,21,,,,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Southern, Daniel",7,2.0,5.0,12,,,,,,,,,,,,,,,,,,,
17,"Standfield, Barry",12,8.0,2.0,14,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,,
7,"West, Scott",13,3.0,10.0,23,,,,2.0,,,,,4.0,1.0,,,,,,,,,
15,"Wynd, Scott",4,4.0,7.0,11,,,25.0,1.0,,,,,2.0,,3.0,,,,,,,,
Totals,Totals,194,84.0,102.0,296,23.0,8.0,27.0,18.0,,,,,19.0,15.0,6.0,,,,,,,,
Opposition,Opposition,163,63.0,119.0,282,12.0,7.0,19.0,30.0,,,,,15.0,19.0,,,,,,,,,
