Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",6,2,5,11,2,1.0,,6.0,,3.0,1.0,1.0,,,,7.0,6.0,1.0,1.0,2.0,,1.0,93.0
46,"Blicavs, Mark",5,1,6,11,,,1.0,4.0,1.0,1.0,,,,,,6.0,7.0,,,3.0,,,86.0
1,"Brown, Mitch",3,1,4,7,,,,,,,,1.0,,,,3.0,4.0,,,1.0,,,82.0
23,"Caddy, Josh",6,2,11,17,,,,3.0,,3.0,3.0,1.0,,1.0,,10.0,6.0,,,2.0,,,76.0
22,"Duncan, Mitch",9,4,4,13,1,1.0,,1.0,1.0,1.0,2.0,1.0,,1.0,,4.0,8.0,1.0,2.0,2.0,,,88.0
44 ↓,"Enright, Corey",7,5,2,9,,,,3.0,3.0,1.0,,4.0,,3.0,,4.0,5.0,,,3.0,,1.0,55.0
29,"Guthrie, Cameron",8,4,3,11,,,,6.0,1.0,3.0,2.0,2.0,,,,2.0,9.0,,,2.0,,,87.0
26,"Hawkins, Tom",5,4,3,8,2,2.0,,3.0,,,,1.0,1.0,1.0,,4.0,4.0,1.0,2.0,,,,92.0
33 ↑,"Horlin-Smith, George",4,2,5,9,2,,,1.0,1.0,,,2.0,,1.0,,4.0,5.0,,1.0,,,,23.0
19,"Hunt, Taylor",6,2,4,10,1,,,4.0,1.0,1.0,,,,,,4.0,6.0,,1.0,2.0,,,92.0
20,"Johnson, Steve",23,5,14,37,,2.0,1.0,10.0,1.0,8.0,6.0,7.0,1.0,1.0,3.0,16.0,18.0,,1.0,6.0,,1.0,92.0
9,"Kelly, James",17,7,7,24,,1.0,,7.0,7.0,3.0,2.0,6.0,,4.0,,7.0,17.0,,1.0,4.0,,1.0,89.0
13,"Lonergan, Tom",5,4,5,10,,,,3.0,1.0,1.0,,3.0,,2.0,,3.0,7.0,,,3.0,,,92.0
4,"Mackie, Andrew",19,9,4,23,,,,,5.0,2.0,,2.0,,,,5.0,14.0,,,4.0,,,96.0
6,"McCarthy, Lincoln",8,,4,12,,1.0,,4.0,1.0,5.0,,5.0,,2.0,,7.0,5.0,,,1.0,,,77.0
17,"McIntosh, Hamish",6,3,9,15,,2.0,27.0,1.0,,1.0,4.0,2.0,1.0,2.0,,11.0,6.0,1.0,1.0,,,1.0,81.0
21,"Murdoch, Jordan",10,2,8,18,2,,,7.0,1.0,2.0,,3.0,2.0,2.0,,11.0,8.0,,1.0,1.0,,1.0,84.0
14,"Selwood, Joel",13,2,12,25,1,,,7.0,2.0,7.0,13.0,3.0,4.0,1.0,1.0,17.0,9.0,,1.0,2.0,,2.0,88.0
16,"Simpson, Dawson",,,3,3,,,26.0,2.0,,,,2.0,,2.0,,2.0,1.0,,,3.0,,,68.0
27,"Stokes, Mathew",11,3,15,26,,,,5.0,1.0,5.0,4.0,2.0,2.0,1.0,,13.0,13.0,,,3.0,,1.0,83.0
7,"Taylor, Harry",7,6,4,11,,,,4.0,2.0,2.0,,,1.0,,,5.0,6.0,1.0,,13.0,,,94.0
5,"Varcoe, Travis",9,2,7,16,2,2.0,,10.0,,4.0,2.0,,1.0,,,8.0,7.0,,1.0,3.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,70,139,326,13,15.0,55.0,91.0,29.0,53.0,39.0,48.0,13.0,24.0,4.0,153.0,171.0,5.0,13.0,60.0,,9.0,
Opposition,Opposition,195,78,133,328,10,8.0,38.0,81.0,36.0,44.0,46.0,37.0,24.0,12.0,2.0,152.0,178.0,4.0,9.0,59.0,10.0,7.0,
