Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",17,2,4,21,,,,1.0,7.0,4.0,,1.0,1.0,,,2.0,16.0,,,3.0,3.0,,86.0
44,"Buckley, Jack",11,5,10,21,,,,2.0,3.0,,,3.0,,,,6.0,15.0,1.0,,8.0,,,90.0
17,"Callaghan, Finn",9,4,10,19,,1.0,,1.0,3.0,5.0,,5.0,,1.0,,4.0,15.0,,,,,,85.0
3,"Coniglio, Stephen",10,2,18,28,,,,9.0,2.0,5.0,9.0,6.0,,1.0,,14.0,13.0,,,1.0,,,81.0
13,"Cumming, Isaac",16,2,7,23,,,,1.0,9.0,1.0,1.0,3.0,,,,3.0,9.0,,,3.0,4.0,,90.0
16,"Daniels, Brent",9,4,4,13,1,,,3.0,,4.0,,3.0,,2.0,,1.0,12.0,,1.0,1.0,2.0,,86.0
30,"Flynn, Matt",7,3,10,17,,,39.0,5.0,2.0,5.0,5.0,2.0,4.0,1.0,,9.0,7.0,,,3.0,,,80.0
4,"Greene, Toby",11,4,7,18,4,2.0,,2.0,,3.0,2.0,5.0,2.0,2.0,,10.0,6.0,1.0,4.0,,,1.0,94.0
12,"Green, Tom",14,4,13,27,,,,4.0,4.0,3.0,5.0,4.0,,2.0,,12.0,15.0,,1.0,,,,87.0
43,"Hamilton, Cooper",8,5,11,19,1,,,2.0,1.0,1.0,,4.0,3.0,,,7.0,11.0,1.0,,3.0,,1.0,84.0
19,"Haynes, Nick",11,6,5,16,,,,,2.0,,,1.0,1.0,1.0,,4.0,12.0,1.0,,3.0,1.0,,81.0
27,"Himmelberg, Harry",4,4,4,8,1,1.0,3.0,,2.0,1.0,2.0,1.0,,1.0,,4.0,5.0,1.0,2.0,1.0,,,78.0
23,"Hogan, Jesse",11,8,4,15,3,4.0,1.0,3.0,,1.0,,1.0,2.0,,,6.0,8.0,2.0,5.0,1.0,,1.0,84.0
39,"Idun, Connor",6,7,9,15,,,,1.0,4.0,2.0,,3.0,,,,1.0,14.0,,,5.0,,,85.0
40,"Kennedy, Adam",7,2,2,9,,,,2.0,1.0,1.0,,2.0,1.0,2.0,,3.0,6.0,,,2.0,,1.0,75.0
38,"Lloyd, Daniel",6,2,7,13,1,,,,,4.0,,2.0,,1.0,,2.0,10.0,,,,,1.0,84.0
20,"Peatling, James",9,2,,9,,1.0,,3.0,,3.0,,5.0,3.0,1.0,,6.0,3.0,,,2.0,1.0,,75.0
26,"Riccardi, Jake",5,2,6,11,,1.0,1.0,1.0,,3.0,1.0,4.0,,2.0,,2.0,9.0,,1.0,3.0,,,58.0
24,"Rowston, Harry",3,1,4,7,,1.0,,,,1.0,2.0,1.0,1.0,1.0,,5.0,2.0,,,,,,60.0
18 ↑,"Stone, Conor",3,,2,5,,,,3.0,,1.0,,1.0,1.0,,,4.0,3.0,,,1.0,,,48.0
15,"Taylor, Sam",5,9,8,13,,,,1.0,2.0,1.0,,2.0,,1.0,,7.0,6.0,3.0,,3.0,,,92.0
8,"Ward, Callan",6,1,16,22,,1.0,,2.0,,3.0,5.0,1.0,1.0,,,7.0,15.0,,,1.0,,2.0,86.0
10 ↓,"Wehr, Jacob",1,,2,3,,,,1.0,1.0,,1.0,1.0,,,,,3.0,,,1.0,,,29.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,79,163,352,11,15.0,44.0,47.0,43.0,52.0,33.0,61.0,20.0,19.0,,119.0,215.0,10.0,14.0,45.0,11.0,7.0,
Opposition,Opposition,216,84,157,373,14,16.0,33.0,43.0,39.0,58.0,37.0,58.0,19.0,20.0,6.0,125.0,231.0,7.0,15.0,43.0,12.0,10.0,
