Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
46,"Biggs, Shane",7,2,3,10,,,,3.0,2.0,4.0,2.0,2.0,1.0,,,4.0,6.0,,,,,,78.0
7,"Cunningham, Harry",8,6,9,17,,,,3.0,3.0,2.0,2.0,4.0,1.0,1.0,,5.0,11.0,,,1.0,,,90.0
37,"Goodes, Adam",12,5,3,15,1,,,2.0,,3.0,,3.0,5.0,1.0,,6.0,9.0,,1.0,1.0,,,86.0
39,"Grundy, Heath",16,5,7,23,,,,2.0,4.0,3.0,,1.0,,1.0,,7.0,12.0,1.0,,5.0,1.0,,100.0
4,"Hannebery, Dan",16,5,17,33,1,1.0,,10.0,3.0,5.0,5.0,3.0,5.0,2.0,1.0,13.0,19.0,,,1.0,,,76.0
15,"Jack, Kieren",18,4,7,25,,,,10.0,3.0,8.0,4.0,4.0,2.0,,,8.0,17.0,,1.0,,,1.0,83.0
32,"Jetta, Lewis",12,3,9,21,,,,3.0,2.0,5.0,,7.0,,2.0,,6.0,15.0,,,,1.0,1.0,84.0
10 ↑,"Jones, Zak",2,1,3,5,,,,,,1.0,1.0,1.0,1.0,,,2.0,3.0,,,,,,30.0
44,"Lloyd, Jake",12,10,8,20,,,,,2.0,4.0,2.0,2.0,1.0,2.0,,7.0,13.0,,,,,1.0,80.0
9,"Malceski, Nick",20,6,9,29,,,,4.0,7.0,,,3.0,3.0,1.0,,7.0,20.0,,,5.0,1.0,,82.0
3,"McVeigh, Jarrad",11,,9,20,1,1.0,,7.0,1.0,5.0,4.0,,,,,7.0,10.0,,,1.0,,1.0,90.0
6,"Mitchell, Tom",10,8,19,29,,,,13.0,1.0,3.0,6.0,3.0,,2.0,,13.0,16.0,,,,,,82.0
35 ↓,"Naismith, Sam",,1,6,6,,,16.0,3.0,,,2.0,2.0,,1.0,,4.0,3.0,,,1.0,,,48.0
26,"Parker, Luke",11,4,17,28,1,1.0,1.0,9.0,2.0,1.0,7.0,5.0,2.0,3.0,,17.0,12.0,2.0,1.0,2.0,,1.0,84.0
24,"Rampe, Dane",7,,6,13,,,,2.0,3.0,2.0,,2.0,1.0,,,4.0,6.0,,,7.0,,,94.0
20,"Reid, Sam",6,5,6,12,2,2.0,6.0,,1.0,,1.0,1.0,,,,4.0,8.0,,2.0,4.0,,,86.0
25,"Richards, Ted",6,7,10,16,,,1.0,4.0,1.0,1.0,,3.0,1.0,1.0,,7.0,8.0,1.0,,11.0,,,100.0
16,"Rohan, Gary",8,3,9,17,1,,,1.0,1.0,4.0,,2.0,1.0,,,13.0,3.0,1.0,,3.0,,1.0,84.0
2,"Shaw, Rhyce",18,2,3,21,,,,5.0,5.0,,1.0,3.0,,,,5.0,14.0,,,3.0,1.0,,79.0
40,"Smith, Nick",5,2,6,11,,,,3.0,1.0,,,2.0,2.0,,,6.0,7.0,,,5.0,,,91.0
8,"Tippett, Kurt",2,2,4,6,1,1.0,16.0,3.0,,,,1.0,1.0,1.0,,2.0,3.0,,2.0,2.0,,,85.0
22,"Towers, Dean",7,2,4,11,1,2.0,2.0,1.0,,3.0,1.0,3.0,,2.0,,2.0,9.0,,,,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,83,174,388,9,11.0,42.0,88.0,42.0,54.0,38.0,57.0,27.0,20.0,1.0,149.0,224.0,5.0,7.0,52.0,4.0,6.0,
Opposition,Opposition,212,73,170,382,10,8.0,60.0,57.0,42.0,54.0,47.0,59.0,21.0,27.0,5.0,165.0,215.0,9.0,6.0,58.0,2.0,4.0,
