Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",16,6,8,24,1,1.0,,1.0,,,,,3.0,2.0,2.0,,,,,,,,
32,"Baldwin, Jason",12,,5,17,1,,,3.0,,,,,3.0,1.0,,,,,,,,,
17,"Broderick, Paul",20,3,16,36,1,,1.0,1.0,,,,,1.0,,3.0,,,,,,,,
22,"Caven, Peter",8,2,3,11,,,,1.0,,,,,2.0,4.0,,,,,,,,,
2,"Dundas, Matthew",13,1,12,25,1,,,1.0,,,,,,,,,,,,,,,
18,"Dunstan, Michael",7,3,3,10,1,1.0,,1.0,,,,,,1.0,,,,,,,,,
28,"Elliott, Jamie",11,3,8,19,,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
7,"Gale, Michael",6,4,6,12,1,,,1.0,,,,,,,,,,,,,,,
6,"Guard, Jeremy",12,4,9,21,,2.0,,8.0,,,,,1.0,1.0,,,,,,,,,
11,"Lynch, Alastair",17,7,4,21,3,4.0,,,,,,,2.0,1.0,,,,,,,,,
30,"Manson, James",6,3,4,10,,,2.0,,,,,,2.0,4.0,,,,,,,,,
31,"Matthews, Ashley",2,3,2,4,,,,,,,,,1.0,1.0,,,,,,,,,
25,"McCarthy, John",8,4,7,15,4,,1.0,2.0,,,,,1.0,2.0,,,,,,,,,
21,"Morrish, Paul",4,1,1,5,,,,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Roos, Paul",17,11,12,29,,,,2.0,,,,,3.0,,,,,,,,,,
9,"Sartori, Peter",5,3,1,6,1,,3.0,1.0,,,,,,2.0,,,,,,,,,
3,"Seecamp, Marcus",11,6,13,24,,,,5.0,,,,,2.0,,,,,,,,,,
33,"Stephens, Brett",8,2,6,14,,1.0,,,,,,,3.0,3.0,,,,,,,,,
8,"Wynd, Jim",17,2,5,22,,,,1.0,,,,,2.0,1.0,,,,,,,,,
16,"Zanotti, Mark",13,2,10,23,,,,1.0,,,,,5.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,70,135,348,14,14.0,7.0,31.0,,,,,33.0,29.0,5.0,,,,,,,,
Opposition,Opposition,198,59,127,325,14,17.0,16.0,40.0,,,,,29.0,33.0,1.0,,,,,,,,
