0,1,2,3,4,5,6
←,"Round: 15 Venue: Football Park Date: Sat, 6-Jul-2013 7:10 PM (7:40 PM) Attendance: 26426","Round: 15 Venue: Football Park Date: Sat, 6-Jul-2013 7:10 PM (7:40 PM) Attendance: 26426","Round: 15 Venue: Football Park Date: Sat, 6-Jul-2013 7:10 PM (7:40 PM) Attendance: 26426","Round: 15 Venue: Football Park Date: Sat, 6-Jul-2013 7:10 PM (7:40 PM) Attendance: 26426","Round: 15 Venue: Football Park Date: Sat, 6-Jul-2013 7:10 PM (7:40 PM) Attendance: 26426",→
←,Adelaide,3.2.20,6.5.41,7.11.53,9.15.69,→
←,West Coast,4.3.27,5.4.34,8.7.55,11.9.75,→
←,Qrt margin,WC by 7,AD by 7,WC by 2,WC by 6,→
←,Qrt scores,WC 27-20,AD 21-7,WC 21-12,WC 20-16,→
←,Field umpires,"Stephen McBurney (394), Shane Stewart (98), Jason Armstrong (85)","Stephen McBurney (394), Shane Stewart (98), Jason Armstrong (85)","Stephen McBurney (394), Shane Stewart (98), Jason Armstrong (85)","Stephen McBurney (394), Shane Stewart (98), Jason Armstrong (85)",→
