Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
14,"Cameron, Darcy",29y 2d,90 (49-3-38 56.11%),57 (0.63),89 (49-3-37 56.74%),57 (0.64)
25,"Crisp, Jack",30y 292d,244 (130-4-110 54.10%),84 (0.34),226 (123-4-99 55.31%),74 (0.33)
7,"Daicos, Josh",25y 237d,121 (69-3-49 58.26%),64 (0.53),←,
35,"Daicos, Nick",21y 199d,65 (43-2-20 67.69%),41 (0.63),←,
2,"de Goey, Jordan",28y 127d,170 (93-3-74 55.59%),199 (1.17),←,
5,"Elliott, Jamie",31y 334d,189 (114-3-72 61.11%),283 (1.50),←,
23,"Hill, Bobby",24y 162d,83 (46-3-34 57.23%),90 (1.08),42 (29-2-11 71.43%),56 (1.33)
32,"Hoskin-Elliott, Will",30y 322d,219 (109-3-107 50.46%),180 (0.82),167 (97-3-67 58.98%),138 (0.83)
38,"Howe, Jeremy",34y 21d,247 (105-3-139 43.12%),103 (0.42),147 (83-3-61 57.48%),23 (0.16)
15,"Kreuger, Nathan",25y 25d,15 (7-0-8 46.67%),11 (0.73),13 (6-0-7 46.15%),11 (0.85)
1,"Lipinski, Patrick",26y 3d,113 (66-2-45 59.29%),58 (0.51),57 (35-2-20 63.16%),28 (0.49)
44,"Long, Ned",21y 166d,8 (0-0-8 0.00%),1 (0.13),3 (0-0-3 0.00%),
37,"Markov, Oleg",28y 73d,86 (44-0-42 51.16%),7 (0.08),35 (22-0-13 62.86%),2 (0.06)
4,"Maynard, Brayden",27y 304d,204 (108-4-92 53.92%),20 (0.10),←,
26,"McInnes, Reef",21y 221d,20 (12-0-8 60.00%),19 (0.95),←,
11,"McStay, Daniel",29y 26d,176 (88-0-88 50.00%),159 (0.90),15 (10-0-5 66.67%),21 (1.40)
30,"Moore, Darcy",28y 177d,168 (88-4-76 53.57%),67 (0.40),←,
9,"Noble, John",27y 117d,107 (62-3-42 59.35%),8 (0.07),←,
10,"Pendlebury, Scott",36y 195d,398 (239-5-154 60.68%),200 (0.50),←,
3,"Quaynor, Isaac",24y 187d,103 (58-2-43 57.28%),3 (0.03),←,
29,"Richards, Joe",24y 240d,7 (2-1-4 35.71%),5 (0.71),←,
22,"Sidebottom, Steele",33y 200d,326 (195-6-125 60.74%),193 (0.59),←,
33,"Sullivan, Lachlan",26y 299d,9 (5-1-3 61.11%),2 (0.22),←,
Totals,Totals,27y 266d,3168 (1732-55-1381 54.67%),1854 (0.59),,
C,"McRae, Craig",50y 302d,69 (46-2-21 68.12%),,←,
