Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Bate, Matthew",4,4,7,11,,,1.0,1.0,,2.0,,1.0,,,,3.0,7.0,,,,,,89.0
3,"Bizzell, Clint",7,6,3,10,,,1.0,3.0,2.0,,,2.0,1.0,1.0,,4.0,6.0,2.0,,5.0,2.0,,97.0
25,"Brown, Nathan",13,9,4,17,,1.0,,2.0,1.0,2.0,,3.0,,,,2.0,15.0,,,,2.0,,79.0
1,"Buckley, Simon",10,3,5,15,1,,,1.0,3.0,2.0,2.0,1.0,,,,6.0,8.0,,1.0,,1.0,1.0,60.0
41,"Carroll, Nathan",6,5,3,9,,,,,1.0,1.0,,2.0,,2.0,,1.0,8.0,,,2.0,,,93.0
8,"Frawley, James",3,1,1,4,,,,4.0,1.0,,,1.0,,1.0,,1.0,3.0,,,7.0,,,100.0
30,"Godfrey, Simon",6,4,11,17,,,,3.0,2.0,,3.0,3.0,1.0,2.0,,7.0,9.0,,1.0,2.0,,,80.0
18,"Green, Brad",12,6,7,19,,,,2.0,2.0,5.0,3.0,4.0,2.0,3.0,,4.0,14.0,,,2.0,2.0,,79.0
17,"Johnson, Chris",5,3,3,8,,,,2.0,1.0,3.0,,,,,,,8.0,,,2.0,,,66.0
11,"Johnson, Paul",4,2,4,8,,,10.0,,1.0,1.0,1.0,2.0,,1.0,,2.0,5.0,,,1.0,,,42.0
2,"Jones, Nathan",10,,7,17,1,,,11.0,3.0,3.0,7.0,1.0,2.0,,,10.0,7.0,,,1.0,3.0,,80.0
23,"McDonald, James",13,5,8,21,,,,5.0,,3.0,1.0,2.0,,,,4.0,16.0,,1.0,2.0,2.0,,67.0
5,"McLean, Brock",7,1,6,13,1,,,5.0,,2.0,8.0,,3.0,,,9.0,4.0,,,1.0,,,78.0
7,"Miller, Brad",6,6,7,13,,,,3.0,2.0,,,4.0,,4.0,,3.0,10.0,,,2.0,,,100.0
22,"Moloney, Brent",11,4,6,17,1,,,3.0,2.0,6.0,5.0,3.0,1.0,2.0,,7.0,10.0,,,2.0,,1.0,65.0
9,"Neitz, David",5,3,3,8,1,,,2.0,,1.0,,1.0,1.0,,,5.0,3.0,1.0,1.0,,,,100.0
29,"Newton, Michael",10,6,1,11,2,1.0,,2.0,1.0,2.0,,2.0,1.0,1.0,,5.0,6.0,2.0,3.0,1.0,,,88.0
24,"Robertson, Russell",12,5,2,14,2,3.0,,1.0,,2.0,,1.0,4.0,,,9.0,5.0,,4.0,,,,100.0
12,"Sylvia, Colin",9,5,5,14,,,1.0,1.0,1.0,4.0,1.0,2.0,1.0,,,4.0,11.0,1.0,,2.0,1.0,,86.0
10,"Ward, Daniel",16,6,2,18,,,,,2.0,2.0,,4.0,,1.0,,2.0,15.0,,,,3.0,,98.0
31,"Wheatley, Paul",10,5,8,18,,,,2.0,2.0,2.0,,1.0,,,,5.0,12.0,1.0,,1.0,1.0,,85.0
34,"White, Jeff",3,7,15,18,,,30.0,3.0,1.0,,1.0,1.0,1.0,,,10.0,9.0,2.0,,,,,70.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,96,118,300,9,8.0,43.0,56.0,28.0,43.0,32.0,41.0,18.0,18.0,,103.0,191.0,9.0,11.0,33.0,17.0,2.0,
Opposition,Opposition,202,101,134,336,19,12.0,35.0,48.0,34.0,49.0,34.0,34.0,18.0,18.0,6.0,123.0,216.0,18.0,20.0,46.0,20.0,12.0,
