Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",16,7,12,28,,,1.0,2.0,3.0,4.0,3.0,4.0,,2.0,,5.0,20.0,,1.0,3.0,,,90.0
24,"Bews, Jed",3,2,6,9,1,,,2.0,1.0,,,1.0,,,,2.0,7.0,,,4.0,,,88.0
46,"Blicavs, Mark",5,3,13,18,,,8.0,5.0,2.0,2.0,4.0,1.0,3.0,,,12.0,6.0,1.0,,3.0,,,91.0
23,"Caddy, Josh",9,4,7,16,1,2.0,,3.0,2.0,2.0,2.0,3.0,1.0,3.0,,7.0,9.0,1.0,2.0,1.0,,,77.0
19,"Clark, Mitch",10,8,2,12,3,,2.0,2.0,1.0,1.0,,2.0,,,,5.0,9.0,1.0,3.0,3.0,,,93.0
5,"Cockatoo, Nakia",3,2,3,6,,,,4.0,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,,1.0,,2.0,,79.0
22,"Duncan, Mitch",8,7,5,13,,1.0,,,2.0,,,1.0,1.0,,,4.0,10.0,1.0,1.0,3.0,,,82.0
44,"Enright, Corey",9,5,13,22,,1.0,,4.0,2.0,2.0,,3.0,1.0,1.0,,6.0,14.0,1.0,,4.0,,,91.0
28 ↑,"Gregson, Cory",4,3,1,5,,,,,,,,,,,,,5.0,,,3.0,,,34.0
29,"Guthrie, Cameron",9,3,13,22,,,,6.0,3.0,3.0,3.0,2.0,,2.0,,8.0,15.0,,,2.0,,,80.0
26,"Hawkins, Tom",5,2,,5,2,,,4.0,,,,1.0,1.0,,,3.0,2.0,1.0,2.0,2.0,,1.0,95.0
20,"Johnson, Steve",20,3,7,27,,2.0,,3.0,1.0,4.0,3.0,3.0,1.0,2.0,,7.0,20.0,,,4.0,,2.0,86.0
9,"Kelly, James",13,6,9,22,,1.0,,3.0,2.0,4.0,1.0,3.0,2.0,,,7.0,14.0,,,1.0,,1.0,76.0
11,"Lang, Darcy",5,3,8,13,,,,2.0,,3.0,,2.0,,,,6.0,7.0,,,,,1.0,81.0
13,"Lonergan, Tom",4,5,6,10,,,,1.0,3.0,,,1.0,,1.0,,3.0,7.0,2.0,,2.0,,,89.0
32,"Motlop, Steven",27,7,5,32,1,2.0,,1.0,1.0,6.0,1.0,4.0,1.0,1.0,,6.0,26.0,,2.0,,2.0,,87.0
25,"Rivers, Jared",4,2,5,9,,,,3.0,3.0,,,,1.0,,,3.0,6.0,,,6.0,1.0,,83.0
14,"Selwood, Joel",6,4,15,21,,,,5.0,,2.0,3.0,4.0,5.0,3.0,,11.0,11.0,,,3.0,,,89.0
16 ↓,"Simpson, Dawson",1,1,2,3,,,15.0,2.0,,1.0,2.0,1.0,1.0,1.0,,3.0,1.0,,,1.0,,,47.0
2,"Smedts, Billie",5,4,6,11,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,9.0,1.0,,,,,77.0
27,"Stokes, Mathew",15,10,10,25,,,,1.0,3.0,4.0,2.0,2.0,1.0,,,9.0,17.0,,1.0,1.0,,1.0,87.0
7,"Taylor, Harry",9,8,7,16,,,,2.0,5.0,1.0,,1.0,,1.0,,2.0,15.0,,,1.0,,,98.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,99,155,345,8,13.0,26.0,56.0,36.0,42.0,25.0,41.0,21.0,18.0,,114.0,234.0,9.0,13.0,47.0,5.0,6.0,
Opposition,Opposition,236,124,131,367,17,21.0,39.0,59.0,32.0,60.0,33.0,39.0,18.0,21.0,6.0,144.0,226.0,23.0,17.0,42.0,16.0,11.0,
