Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",30y 38d,230 (129-0-101 56.09%),202 (0.88),107 (45-0-62 42.06%),82 (0.77)
21,"Black, Heath",26y 315d,147 (52-0-95 35.37%),67 (0.46),93 (30-0-63 32.26%),48 (0.52)
2,"Carr, Josh",25y 344d,129 (89-1-39 69.38%),72 (0.56),24 (12-0-12 50.00%),12 (0.50)
9,"Carr, Matthew",27y 100d,118 (44-1-73 37.71%),50 (0.42),90 (37-0-53 41.11%),48 (0.53)
15,"Crowley, Ryan",22y 34d,14 (8-0-6 57.14%),12 (0.86),←,
25,"Dodd, Steven",22y 292d,20 (9-0-11 45.00%),1 (0.05),←,
33,"Farmer, Jeff",28y 288d,201 (92-0-109 45.77%),392 (1.95),83 (40-0-43 48.19%),133 (1.60)
27,"Gilmore, Daniel",23y 37d,12 (6-0-6 50.00%),1 (0.08),←,
14,"Grover, Antoni",26y 28d,95 (42-0-53 44.21%),14 (0.15),←,
43,"Hayden, Roger",25y 120d,43 (23-0-20 53.49%),3 (0.07),←,
11,"Headland, Des",25y 77d,111 (72-0-39 64.86%),109 (0.98),59 (32-0-27 54.24%),57 (0.97)
37,"Johnson, Michael",21y 170d,13 (7-0-6 53.85%),1 (0.08),←,
20,"Longmuir, Justin",25y 77d,123 (50-0-73 40.65%),150 (1.22),←,
8,"McManus, Shaun",30y 58d,175 (65-0-110 37.14%),76 (0.43),←,
18,"McPharlin, Luke",24y 128d,72 (39-0-33 54.17%),54 (0.75),60 (31-0-29 51.67%),51 (0.85)
6,"Medhurst, Paul",24y 118d,89 (45-0-44 50.56%),157 (1.76),←,
16,"Mundy, David",20y 262d,19 (10-0-9 52.63%),1 (0.05),←,
23,"Parker, Shane",33y 49d,208 (78-0-130 37.50%),10 (0.05),←,
29,"Pavlich, Matthew",24y 98d,130 (54-0-76 41.54%),172 (1.32),←,
7,"Peake, Brett",22y 277d,10 (6-0-4 60.00%),5 (0.50),←,
31,"Sandilands, Aaron",23y 123d,59 (33-0-26 55.93%),14 (0.24),←,
3,"Schammer, Byron",20y 291d,55 (31-0-24 56.36%),18 (0.33),←,
Totals,Totals,25y 68d,2073 (984-2-1087 47.47%),1581 (0.76),,
C,"Connolly, Chris",43y 14d,92 (47-0-45 51.09%),,91 (46-0-45 50.55%),
