West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Allen, Oscar",6,3,2,8,,,,3.0,3.0,1.0,,,1.0,,,5.0,5.0,,,8.0,,,83.0
28,"Cole, Tom",12,7,3,15,,,,1.0,4.0,,2.0,1.0,1.0,,,7.0,8.0,,,1.0,,,85.0
15,"Cripps, Jamie",9,3,9,18,2,1.0,,2.0,,5.0,1.0,4.0,1.0,3.0,,8.0,10.0,,,1.0,4.0,,89.0
27,"Darling, Jack",6,3,5,11,1,,,4.0,,1.0,,1.0,2.0,1.0,,6.0,5.0,1.0,,2.0,,2.0,100.0
14,"Duggan, Liam",13,8,4,17,,,,,3.0,1.0,,3.0,,,,5.0,12.0,1.0,,1.0,,,83.0
3,"Gaff, Andrew",18,10,12,30,,,,5.0,1.0,5.0,3.0,2.0,1.0,1.0,,7.0,21.0,,,,,,86.0
16,"Hickey, Tom",2,2,8,10,,,11.0,3.0,,1.0,2.0,6.0,,4.0,,8.0,3.0,,,4.0,,1.0,69.0
25,"Hurn, Shannon",26,13,7,33,,,,2.0,7.0,1.0,,1.0,1.0,1.0,,6.0,22.0,3.0,,1.0,1.0,,85.0
34,"Hutchings, Mark",6,4,6,12,,,,,2.0,1.0,,2.0,1.0,1.0,,5.0,9.0,,,1.0,,,89.0
23,"Jetta, Lewis",11,3,5,16,,,,1.0,5.0,3.0,2.0,1.0,1.0,1.0,,5.0,9.0,,,,,,87.0
17,"Kennedy, Josh",9,6,6,15,4,,,1.0,,3.0,,5.0,1.0,2.0,,9.0,6.0,1.0,2.0,2.0,,2.0,93.0
20,"McGovern, Jeremy",14,12,3,17,,,2.0,4.0,7.0,,,2.0,1.0,1.0,,4.0,13.0,1.0,,7.0,,,88.0
21,"Petruccelle, Jack",6,4,4,10,,1.0,,4.0,3.0,3.0,1.0,3.0,,2.0,,4.0,5.0,,1.0,,1.0,1.0,86.0
8,"Redden, Jack",10,6,10,20,,,,2.0,1.0,1.0,4.0,2.0,,,,10.0,12.0,,,5.0,,,79.0
44,"Rioli, Willie",8,3,1,9,2,1.0,,3.0,,4.0,1.0,1.0,,,,5.0,5.0,,1.0,1.0,,,71.0
1,"Ryan, Liam",9,7,4,13,1,,,3.0,,1.0,1.0,1.0,1.0,,,6.0,7.0,2.0,3.0,1.0,,,84.0
4,"Sheed, Dom",22,12,11,33,1,2.0,,,4.0,5.0,5.0,4.0,1.0,,1.0,11.0,21.0,,1.0,2.0,1.0,1.0,83.0
5,"Sheppard, Brad",9,5,5,14,,,,4.0,4.0,2.0,,3.0,,,,2.0,11.0,,,5.0,,,94.0
13,"Shuey, Luke",13,1,6,19,2,,,12.0,2.0,1.0,5.0,,3.0,,,7.0,11.0,,,4.0,,,80.0
19,"Vardy, Nathan",2,1,3,5,,,7.0,3.0,2.0,1.0,,3.0,,2.0,,2.0,3.0,,,1.0,,,74.0
18,"Venables, Daniel",,,2,2,,,,2.0,,,,1.0,,1.0,,1.0,1.0,,,,,,27.0
6,"Yeo, Elliot",16,3,10,26,,,,16.0,2.0,7.0,7.0,4.0,5.0,2.0,3.0,18.0,10.0,,,4.0,,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,116,126,353,13,7.0,20.0,75.0,50.0,47.0,34.0,50.0,21.0,22.0,4.0,141.0,209.0,9.0,8.0,51.0,7.0,8.0,
Opposition,Opposition,198,75,157,355,9,15.0,59.0,63.0,33.0,62.0,38.0,59.0,22.0,21.0,2.0,158.0,202.0,15.0,11.0,58.0,4.0,6.0,
