North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
5,"Anderson, Stuart",22y 29d,35 (25-0-10 71.43%),8 (0.23),←,
11,"Archer, Glenn",23y 124d,89 (54-0-35 60.67%),59 (0.66),←,
14,"Armstrong, Matt",29y 147d,171 (79-0-92 46.20%),88 (0.51),39 (27-0-12 69.23%),17 (0.44)
26,"Bell, Peter",20y 147d,17 (11-0-6 64.71%),19 (1.12),15 (11-0-4 73.33%),17 (1.13)
12,"Blakey, John",30y 2d,217 (104-0-113 47.93%),69 (0.32),82 (52-0-30 63.41%),31 (0.38)
16,"Capuano, Mathew",20y 328d,28 (19-0-9 67.86%),10 (0.36),←,
18,"Carey, Wayne",25y 60d,140 (83-0-57 59.29%),365 (2.61),←,
27,"Crocker, Darren",29y 122d,144 (70-1-73 48.96%),101 (0.70),←,
6,"Fairley, Ian",31y 312d,210 (111-2-97 53.33%),148 (0.70),←,
39,"Gorman, Glenn",20y 182d,1 (1-0-0 100.00%),,←,
34,"King, David",24y 141d,58 (38-0-20 65.52%),13 (0.22),←,
7,"Laidley, Dani",29y 121d,132 (80-1-51 60.98%),14 (0.11),80 (51-0-29 63.75%),3 (0.04)
4,"Martyn, Mick",27y 330d,168 (92-1-75 55.06%),14 (0.08),←,
31,"McKernan, Corey",22y 220d,63 (43-0-20 68.25%),68 (1.08),←,
3,"Rock, Anthony",25y 301d,129 (77-0-52 59.69%),108 (0.84),←,
2,"Schwass, Wayne",27y 242d,156 (84-0-72 53.85%),88 (0.56),←,
8,"Scott, Robert",27y 147d,173 (103-1-69 59.83%),189 (1.09),41 (28-0-13 68.29%),25 (0.61)
24,"Sholl, Craig",28y 209d,143 (81-0-62 56.64%),41 (0.29),←,
37,"Simpson, Adam",20y 161d,19 (15-0-4 78.95%),14 (0.74),←,
10,"Stevens, Anthony",25y 24d,123 (72-0-51 58.54%),61 (0.50),←,
36,"Stevens, Mark",20y 275d,14 (11-0-3 78.57%),19 (1.36),←,
Totals,Totals,25y 138d,2230 (1253-6-971 56.19%),1496 (0.67),,
C,"Pagan, Denis",48y 306d,87 (56-0-31 64.37%),,←,
