Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
24,"Blurton, Ashley",24y 35d,20 (9-0-11 45.00%),4 (0.20),10 (4-0-6 40.00%),2 (0.20)
30,"Bourke, David",23y 90d,50 (28-0-22 56.00%),13 (0.26),←,
11,"Bowden, Joel",20y 292d,39 (22-0-17 56.41%),43 (1.10),←,
17,"Broderick, Paul",29y 96d,207 (99-1-107 48.07%),144 (0.70),114 (60-1-53 53.07%),64 (0.56)
9,"Campbell, Wayne",26y 198d,164 (75-1-88 46.04%),98 (0.60),←,
6,"Chaffey, Mark",21y 338d,25 (10-0-15 40.00%),5 (0.20),←,
10,"Daffy, Nick",25y 333d,114 (61-1-52 53.95%),148 (1.30),←,
7,"Dragicevic, Marc",18y 10d,2 (1-0-1 50.00%),2 (1.00),←,
19,"Evans, Brett",26y 318d,18 (8-0-10 44.44%),17 (0.94),←,
2,"Gaspar, Darren",22y 324d,86 (40-0-46 46.51%),7 (0.08),65 (33-0-32 50.77%),6 (0.09)
1,"Hilton, Rory",19y 359d,12 (4-0-8 33.33%),3 (0.25),3 (1-0-2 33.33%),
16,"Holland, Ben",21y 334d,46 (24-0-22 52.17%),51 (1.11),←,
23,"James, Aaron",22y 160d,33 (13-2-18 42.42%),14 (0.42),10 (4-0-6 40.00%),8 (0.80)
3,"Kellaway, Duncan",26y 51d,112 (57-1-54 51.34%),3 (0.03),←,
33,"Knights, Matthew",28y 186d,197 (79-0-118 40.10%),110 (0.56),←,
15,"McKee, Steven",20y 293d,10 (6-0-4 60.00%),,←,
28,"Moore, Ben",21y 279d,20 (12-0-8 60.00%),9 (0.45),←,
5,"Ottens, Brad",19y 74d,15 (8-0-7 53.33%),7 (0.47),←,
13,"Powell, Robert",23y 21d,42 (23-0-19 54.76%),48 (1.14),←,
12,"Richardson, Matthew",24y 21d,102 (50-0-52 49.02%),313 (3.07),←,
4,"Rogers, Matthew",25y 135d,101 (54-1-46 53.96%),73 (0.72),←,
35,"Rombotis, John",22y 178d,43 (7-0-36 16.28%),23 (0.53),8 (3-0-5 37.50%),2 (0.25)
Totals,Totals,23y 154d,1458 (690-7-761 47.33%),1135 (0.78),,
C,"Gieschen, Jeff",42y 199d,30 (17-0-13 56.67%),,←,
