Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bennett, Darren",10,9,,10,6,3.0,,2.0,,,,,,2.0,,,,,,,,,
24,"Beveridge, Luke",2,1,3,5,,,,,,,,,1.0,,,,,,,,,,
4,"Campbell, Tony",8,4,8,16,3,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
25,"Eishold, Simon",8,2,5,13,,,,2.0,,,,,,2.0,,,,,,,,,
21,"Febey, Steven",15,4,6,21,2,1.0,,,,,,,1.0,3.0,,,,,,,,,
14,"Grinter, Rod",5,1,4,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
10,"Hughes, Danny",4,,3,7,2,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
16,"Lovell, Andy",18,7,8,26,3,1.0,,1.0,,,,,,,3.0,,,,,,,,
17,"Lovett, Brett",16,4,12,28,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,
6,"Lovett, Glenn",13,4,5,18,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
3,"Lyon, Garry",14,4,5,19,,,,2.0,,,,,2.0,1.0,,,,,,,,,
34,"Newport, Stephen",25,7,10,35,2,1.0,,1.0,,,,,3.0,,,,,,,,,,
29,"Obst, Andrew",9,1,9,18,1,1.0,1.0,3.0,,,,,1.0,3.0,,,,,,,,,
5,"Spalding, Earl",6,5,5,11,,1.0,2.0,,,,,,,1.0,,,,,,,,,
18,"Stretch, Steven",12,4,4,16,,,,3.0,,,,,2.0,,,,,,,,,,
11,"Stynes, Jim",13,5,10,23,,,12.0,1.0,,,,,6.0,1.0,,,,,,,,,
15,"Tingay, Stephen",13,4,7,20,1,,,2.0,,,,,,2.0,,,,,,,,,
26,"Viney, Jay",1,,2,3,,,,2.0,,,,,,3.0,,,,,,,,,
12,"Viney, Todd",11,3,5,16,,,,,,,,,,1.0,,,,,,,,,
8,"Yeats, Graeme",19,4,8,27,,,,2.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,73,119,341,20,13.0,16.0,26.0,,,,,23.0,26.0,5.0,,,,,,,,
Opposition,Opposition,186,70,110,296,11,14.0,18.0,29.0,,,,,26.0,23.0,1.0,,,,,,,,
