Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Berry, Sam",10,2,7,17,,,,2.0,3.0,2.0,4.0,3.0,2.0,,,11.0,5.0,1.0,1.0,2.0,1.0,,75.0
41 ↓,"Butts, Jordon",3,1,1,4,,,,,2.0,,,1.0,,1.0,,,2.0,,,8.0,,,75.0
44,"Cumming, Isaac",6,1,5,11,,,,5.0,2.0,3.0,2.0,5.0,1.0,2.0,,6.0,6.0,,,1.0,,,80.0
6,"Curtin, Daniel",10,6,4,14,,1.0,,6.0,1.0,2.0,1.0,3.0,1.0,,,5.0,9.0,,,1.0,,,82.0
12,"Dawson, Jordan",12,4,6,18,1,,,11.0,1.0,5.0,1.0,4.0,2.0,1.0,,12.0,4.0,4.0,1.0,5.0,,,83.0
32,"Fogarty, Darcy",7,2,4,11,,,,2.0,,2.0,1.0,2.0,1.0,,,4.0,7.0,1.0,,2.0,,1.0,82.0
20,"Hinge, Mitch",12,4,4,16,,,,8.0,9.0,2.0,,3.0,1.0,,,6.0,8.0,1.0,,4.0,,,76.0
48,"Keane, Mark",8,3,1,9,,,,,1.0,2.0,,4.0,1.0,2.0,,7.0,4.0,1.0,,11.0,1.0,,100.0
2,"Keays, Ben",10,3,10,20,3,,,5.0,,7.0,3.0,1.0,1.0,,1.0,8.0,10.0,,1.0,,,1.0,93.0
29,"Laird, Rory",17,3,8,25,,,,4.0,6.0,1.0,3.0,3.0,3.0,,2.0,8.0,13.0,,,8.0,,,81.0
16,"Michalanney, Max",6,2,2,8,,,,,3.0,2.0,,2.0,,1.0,,1.0,8.0,,,1.0,,,82.0
30,"Milera, Wayne",11,4,3,14,,,,3.0,5.0,,4.0,2.0,2.0,,,5.0,7.0,,,1.0,,,74.0
28,"Neal-Bullen, Alex",9,3,4,13,,,,4.0,,4.0,2.0,1.0,,,,3.0,10.0,,,,,,85.0
43,"OBrien, Reilly",3,2,6,9,,1.0,50.0,2.0,,2.0,3.0,3.0,,2.0,,7.0,3.0,1.0,,9.0,,1.0,84.0
25,"Peatling, James",14,,3,17,,,,5.0,,4.0,2.0,8.0,5.0,2.0,,13.0,6.0,,,1.0,,1.0,68.0
10,"Pedlar, Luke",3,1,,3,1,,,6.0,1.0,1.0,,2.0,1.0,2.0,,1.0,3.0,,,1.0,1.0,,65.0
8,"Rachele, Josh",9,2,1,10,3,1.0,,2.0,,2.0,1.0,2.0,1.0,,,3.0,6.0,,,1.0,,1.0,83.0
23,"Rankine, Izak",11,2,7,18,,1.0,,5.0,1.0,1.0,3.0,5.0,,2.0,,13.0,5.0,,,3.0,1.0,1.0,87.0
33 ↑,"Smith, Brodie",7,,1,8,,,,2.0,8.0,,,2.0,,1.0,,,1.0,,,1.0,,,25.0
14,"Soligo, Jake",10,2,9,19,,,,13.0,2.0,2.0,3.0,,2.0,,,11.0,8.0,1.0,,3.0,,,84.0
7,"Thilthorpe, Riley",10,4,1,11,1,1.0,8.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,,9.0,3.0,2.0,1.0,3.0,,,81.0
13,"Walker, Taylor",6,5,2,8,1,1.0,,1.0,,2.0,,3.0,1.0,2.0,,7.0,4.0,3.0,2.0,4.0,,,69.0
24,"Worrell, Josh",13,6,5,18,,,,2.0,6.0,,,3.0,,1.0,,4.0,11.0,,,4.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,62,94,301,10,8.0,58.0,89.0,52.0,47.0,36.0,65.0,26.0,20.0,3.0,144.0,143.0,15.0,6.0,74.0,4.0,6.0,
Opposition,Opposition,235,73,140,375,8,15.0,49.0,63.0,37.0,60.0,55.0,61.0,20.0,26.0,3.0,157.0,219.0,8.0,7.0,51.0,1.0,6.0,
