Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",28y 364d,195 (132-1-62 67.95%),83 (0.43),53 (42-1-10 80.19%),25 (0.47)
11,"Blair, Jarryd",23y 40d,68 (51-1-16 75.74%),58 (0.85),←,
16,"Brown, Nathan",24y 158d,77 (48-1-28 62.99%),7 (0.09),←,
9,"Clarke, Martin",25y 192d,71 (43-0-28 60.56%),19 (0.27),←,
32,"Cloke, Travis",26y 80d,183 (118-2-63 65.03%),309 (1.69),←,
41,"Dwyer, Sam",26y 268d,9 (5-0-4 55.56%),9 (1.00),←,
19,"Elliott, Jamie",20y 276d,24 (16-0-8 66.67%),21 (0.88),←,
18,"Jolly, Darren",31y 199d,234 (137-4-93 59.40%),120 (0.51),68 (51-2-15 76.47%),50 (0.74)
27,"Kennedy, Ben",19y 82d,4 (2-0-2 50.00%),1 (0.25),←,
7,"Krakouer, Andrew",30y 109d,133 (58-0-75 43.61%),148 (1.11),31 (24-0-7 77.42%),46 (1.48)
21,"Lynch, Quinten",30y 120d,218 (122-0-96 55.96%),285 (1.31),9 (5-0-4 55.56%),4 (0.44)
3,"Macaffer, Brent",25y 85d,38 (26-2-10 71.05%),22 (0.58),←,
5,"Maxwell, Nick",29y 355d,184 (118-2-64 64.67%),28 (0.15),←,
8,"Lumumba, Heritier",26y 190d,168 (112-2-54 67.26%),20 (0.12),←,
10,"Pendlebury, Scott",25y 137d,157 (105-2-50 67.52%),104 (0.66),←,
20,"Reid, Ben",24y 25d,82 (55-2-25 68.29%),5 (0.06),←,
2,"Russell, Jordan",26y 199d,123 (56-2-65 46.34%),18 (0.15),7 (4-0-3 57.14%),
40,"Seedsman, Paul",21y 122d,18 (11-0-7 61.11%),6 (0.33),←,
22,"Sidebottom, Steele",22y 142d,94 (69-2-23 74.47%),77 (0.82),←,
36,"Swan, Dane",29y 88d,205 (128-2-75 62.93%),163 (0.80),←,
46,"Williams, Marley",19y 306d,8 (6-0-2 75.00%),1 (0.13),←,
15,"Witts, Jarrod",20y 253d,3 (2-0-1 66.67%),1 (0.33),←,
Totals,Totals,25y 139d,2296 (1420-25-851 61.85%),1505 (0.66),,
C,"Buckley, Nathan",40y 302d,34 (22-0-12 64.71%),,←,
