Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Beveridge, Luke",15,2,10,25,1,,,2.0,,,,,1.0,,,,,,,,,,
23,"Dyson, Kevin",12,5,4,16,,,,1.0,,,,,2.0,1.0,,,,,,,,,
25,"Eishold, Simon",8,,3,11,1,,,1.0,,,,,,1.0,,,,,,,,,
21,"Febey, Steven",11,3,5,16,,,,1.0,,,,,1.0,1.0,,,,,,,,,
38,"Heaver, Brent",9,,7,16,1,1.0,,,,,,,2.0,1.0,,,,,,,,,
13,"Jakovich, Allen",18,12,,18,3,6.0,,,,,,,1.0,2.0,,,,,,,,,
17,"Lovett, Brett",12,4,8,20,,,,,,,,,1.0,3.0,,,,,,,,,
3,"Lyon, Garry",12,6,8,20,,,,4.0,,,,,,3.0,,,,,,,,,
29,"Obst, Andrew",7,4,1,8,,,1.0,2.0,,,,,1.0,,,,,,,,,,
1,"ODwyer, Steven",,1,2,2,,,1.0,,,,,,,1.0,,,,,,,,,
41,"Rohde, Peter",8,4,1,9,,,,1.0,,,,,,1.0,,,,,,,,,
44,"Schwarz, David",8,2,3,11,1,,,,,,,,1.0,2.0,,,,,,,,,
5,"Spalding, Earl",6,3,4,10,,,2.0,2.0,,,,,2.0,3.0,,,,,,,,,
18,"Stretch, Steven",15,4,1,16,,,2.0,,,,,,2.0,3.0,,,,,,,,,
11,"Stynes, Jim",19,12,14,33,1,,13.0,,,,,,2.0,1.0,2.0,,,,,,,,
15,"Tingay, Stephen",11,2,,11,,,,3.0,,,,,1.0,1.0,,,,,,,,,
26,"Viney, Jay",13,5,7,20,,,,1.0,,,,,,,,,,,,,,,
12,"Viney, Todd",15,6,8,23,,,,1.0,,,,,,2.0,,,,,,,,,
27,"Wight, Sean",10,8,6,16,,,,1.0,,,,,,1.0,,,,,,,,,
8,"Yeats, Graeme",14,4,7,21,,,,1.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,87,99,322,8,8.0,19.0,21.0,,,,,20.0,28.0,2.0,,,,,,,,
Opposition,Opposition,220,95,152,372,6,9.0,8.0,19.0,,,,,28.0,20.0,4.0,,,,,,,,
